"X","state","date","year","week","value","data.type","perc","date.1st"
4232,"Texas","2022-07-03",2022,27,4.02446219388453,"death",0.997374588571577,"2021-11-14"
4233,"Texas","2022-07-10",2022,28,3.95952028710365,"death",0.998345904886464,"2021-11-14"
4234,"Texas","2022-07-17",2022,29,4.92448454843414,"death",0.998529845823322,"2021-11-14"
4235,"Texas","2022-07-24",2022,30,5.40592504867135,"death",0.998404836982126,"2021-11-14"
4236,"Texas","2022-07-31",2022,31,6.47307767076609,"death",0.998364839602611,"2021-11-14"
4237,"Texas","2022-08-07",2022,32,7.43929326382518,"death",0.998652139823965,"2021-11-14"
4238,"Texas","2022-08-14",2022,33,7.40733345418401,"death",0.998986787743435,"2021-11-14"
4239,"Texas","2022-08-21",2022,34,6.68425892885249,"death",0.999051425124712,"2021-11-14"
4240,"Texas","2022-08-28",2022,35,6.26985729290083,"death",0.998901296439202,"2021-11-14"
4241,"Texas","2022-09-04",2022,36,4.75303723184901,"death",0.998684796835242,"2021-11-14"
4242,"Texas","2022-09-11",2022,37,5.0278985119759,"death",0.998550321461165,"2021-11-14"
4243,"Texas","2022-09-18",2022,38,5.64812109837064,"death",0.998611263670392,"2021-11-14"
4244,"Texas","2022-09-25",2022,39,4.06482697101456,"death",0.998841009636682,"2021-11-14"
4245,"Texas","2022-10-02",2022,40,3.7213144070973,"death",0.999099904738695,"2021-11-14"
4385,"Washington","2021-11-14",2021,46,0,"death",0,"2021-11-14"
4386,"Washington","2021-11-21",2021,47,0.0589932050879078,"death",0.00453764590375225,"2021-11-14"
4387,"Washington","2021-11-28",2021,48,0.0541768893679589,"death",0.00196452959814212,"2021-11-14"
4388,"Washington","2021-12-05",2021,49,0,"death",0,"2021-11-14"
4389,"Washington","2021-12-12",2021,50,0,"death",0,"2021-11-14"
4390,"Washington","2021-12-19",2021,51,0.28277661613566,"death",0.0209059580075254,"2021-11-14"
4391,"Washington","2021-12-26",2021,52,1.97847746161466,"death",0.198235449646148,"2021-11-14"
4392,"Washington","2022-01-02",2022,1,9.59229591866552,"death",0.448124583098004,"2021-11-14"
4393,"Washington","2022-01-09",2022,2,19.9613896750418,"death",0.694081490898395,"2021-11-14"
4394,"Washington","2022-01-16",2022,3,21.791364536707,"death",0.882653772718183,"2021-11-14"
4395,"Washington","2022-01-23",2022,4,36.2827621517694,"death",0.979749473511255,"2021-11-14"
4396,"Washington","2022-01-30",2022,5,40.9723410662282,"death",0.999999978137288,"2021-11-14"
4397,"Washington","2022-02-06",2022,6,42.9578879315798,"death",0.994284863540948,"2021-11-14"
4398,"Washington","2022-02-13",2022,7,39.7688099181811,"death",0.980049295353683,"2021-11-14"
4399,"Washington","2022-02-20",2022,8,25.5414277308613,"death",0.987285478364171,"2021-11-14"
4400,"Washington","2022-02-27",2022,9,25.6077134280183,"death",0.999999988353962,"2021-11-14"
4401,"Washington","2022-03-06",2022,10,21.6680654419648,"death",0.999999999136727,"2021-11-14"
4402,"Washington","2022-03-13",2022,11,18.7285685701907,"death",0.997315004931223,"2021-11-14"
4403,"Washington","2022-03-20",2022,12,11.8883948673001,"death",0.994822580837797,"2021-11-14"
4404,"Washington","2022-03-27",2022,13,9.01773151248527,"death",0.99520377638121,"2021-11-14"
4405,"Washington","2022-04-03",2022,14,7.45954589646277,"death",0.996555154914966,"2021-11-14"
4406,"Washington","2022-04-10",2022,15,6.42236442338842,"death",0.99807383451244,"2021-11-14"
4407,"Washington","2022-04-17",2022,16,4.72394747889052,"death",0.999232071926975,"2021-11-14"
4408,"Washington","2022-04-24",2022,17,5.11899285158236,"death",0.999502123911912,"2021-11-14"
4409,"Washington","2022-05-01",2022,18,3.14756508815075,"death",0.998682139866815,"2021-11-14"
4410,"Washington","2022-05-08",2022,19,9.43505266113158,"death",0.997873839776142,"2021-11-14"
4411,"Washington","2022-05-15",2022,20,7.73235967797845,"death",0.997984603141023,"2021-11-14"
4412,"Washington","2022-05-22",2022,21,8.5174745070462,"death",0.997840876944378,"2021-11-14"
4413,"Washington","2022-05-29",2022,22,5.88791785864673,"death",0.996352544141865,"2021-11-14"
4414,"Washington","2022-06-05",2022,23,10.9741410397045,"death",0.994844164098312,"2021-11-14"
4415,"Washington","2022-06-12",2022,24,7.83826473190387,"death",0.994792453985362,"2021-11-14"
4416,"Washington","2022-06-19",2022,25,9.28530894541588,"death",0.995868085792743,"2021-11-14"
4417,"Washington","2022-06-26",2022,26,11.2630550341896,"death",0.997290220214706,"2021-11-14"
4418,"Washington","2022-07-03",2022,27,9.30777875331018,"death",0.998278017945499,"2021-11-14"
4419,"Washington","2022-07-10",2022,28,12.4548678616346,"death",0.998341958899855,"2021-11-14"
4420,"Washington","2022-07-17",2022,29,12.1904109996453,"death",0.99815779987443,"2021-11-14"
4421,"Washington","2022-07-24",2022,30,10.3580310918356,"death",0.998421499430399,"2021-11-14"
4422,"Washington","2022-07-31",2022,31,15.4764953971119,"death",0.99874454630508,"2021-11-14"
4423,"Washington","2022-08-07",2022,32,13.5078348141166,"death",0.99864773564245,"2021-11-14"
4424,"Washington","2022-08-14",2022,33,11.5375059251986,"death",0.998373558036968,"2021-11-14"
4425,"Washington","2022-08-21",2022,34,11.0117788371497,"death",0.998256161720939,"2021-11-14"
4426,"Washington","2022-08-28",2022,35,8.52117698197336,"death",0.99827463002754,"2021-11-14"
4427,"Washington","2022-09-04",2022,36,8.39045721642719,"death",0.998319280065171,"2021-11-14"
4428,"Washington","2022-09-11",2022,37,7.86574752088229,"death",0.998280428942232,"2021-11-14"
4429,"Washington","2022-09-18",2022,38,9.56779736839451,"death",0.998051413780901,"2021-11-14"
4430,"Washington","2022-09-25",2022,39,9.16987745239408,"death",0.997537651758478,"2021-11-14"
4431,"Washington","2022-10-02",2022,40,7.19986358989638,"death",0.996839833666487,"2021-11-14"
4524,"Wyoming","2021-11-28",2021,48,0,"death",0,"2021-11-28"
4525,"Wyoming","2021-12-05",2021,49,0,"death",0,"2021-11-28"
4526,"Wyoming","2021-12-12",2021,50,0,"death",0,"2021-11-28"
4527,"Wyoming","2021-12-19",2021,51,0,"death",0,"2021-11-28"
4528,"Wyoming","2021-12-26",2021,52,0,"death",0.0224773377483914,"2021-11-28"
4529,"Wyoming","2022-01-02",2022,1,7.68627725095559,"death",0.0967065681627349,"2021-11-28"
4530,"Wyoming","2022-01-09",2022,2,11.2435214469059,"death",0.406705576818113,"2021-11-28"
4531,"Wyoming","2022-01-16",2022,3,16.7253316304895,"death",0.744610477625419,"2021-11-28"
4532,"Wyoming","2022-01-23",2022,4,38.8997402287512,"death",0.938065614793826,"2021-11-28"
4533,"Wyoming","2022-01-30",2022,5,43.194696872762,"death",0.999972782695314,"2021-11-28"
4534,"Wyoming","2022-02-06",2022,6,29.2428956875313,"death",0.995564062659996,"2021-11-28"
4535,"Wyoming","2022-02-13",2022,7,37.0392786239371,"death",0.974400720777782,"2021-11-28"
4536,"Wyoming","2022-02-20",2022,8,49.3781523854904,"death",0.985450003326692,"2021-11-28"
4537,"Wyoming","2022-02-27",2022,9,39.7381114715875,"death",0.999947376399327,"2021-11-28"
4538,"Wyoming","2022-03-06",2022,10,13.8219103771724,"death",0.999944378497741,"2021-11-28"
4539,"Wyoming","2022-03-13",2022,11,34.5346190634693,"death",0.999361079727722,"2021-11-28"
4540,"Wyoming","2022-03-20",2022,12,24.1323523748408,"death",0.997629723436466,"2021-11-28"
4541,"Wyoming","2022-03-27",2022,13,13.8164431398651,"death",0.999548851898149,"2021-11-28"
4542,"Wyoming","2022-04-03",2022,14,8.63874246876208,"death",0.999949990495655,"2021-11-28"
4543,"Wyoming","2022-04-10",2022,15,8.63877462697254,"death",0.9999537128664,"2021-11-28"
4544,"Wyoming","2022-04-17",2022,16,10.3642821531763,"death",0.999736929115029,"2021-11-28"
4545,"Wyoming","2022-04-24",2022,17,8.63571330923798,"death",0.999599359828253,"2021-11-28"
4546,"Wyoming","2022-05-01",2022,18,3.45487794322986,"death",0.999770851772887,"2021-11-28"
4547,"Wyoming","2022-05-08",2022,19,5.16227792510487,"death",0.995904936551924,"2021-11-28"
4548,"Wyoming","2022-05-15",2022,20,5.04062611671459,"death",0.972435910227875,"2021-11-28"
4549,"Wyoming","2022-05-22",2022,21,0,"death",0.956633702396752,"2021-11-28"
4550,"Wyoming","2022-05-29",2022,22,0,"death",0.969573593673088,"2021-11-28"
4551,"Wyoming","2022-06-05",2022,23,6.86360482819971,"death",0.993093266691009,"2021-11-28"
4552,"Wyoming","2022-06-12",2022,24,0,"death",0.999986048941233,"2021-11-28"
4553,"Wyoming","2022-06-19",2022,25,8.63907353479344,"death",0.999988311984703,"2021-11-28"
4554,"Wyoming","2022-06-26",2022,26,8.63909078201969,"death",0.999990308382187,"2021-11-28"
4555,"Wyoming","2022-07-03",2022,27,0,"death",0.996943368008749,"2021-11-28"
4556,"Wyoming","2022-07-10",2022,28,18.9724045604878,"death",0.998222717365757,"2021-11-28"
4557,"Wyoming","2022-07-17",2022,29,8.63912293180993,"death",0.999994029778277,"2021-11-28"
4558,"Wyoming","2022-07-24",2022,30,10.366956680243,"death",0.999994913550126,"2021-11-28"
4559,"Wyoming","2022-07-31",2022,31,0,"death",0.999898859515015,"2021-11-28"
4560,"Wyoming","2022-08-07",2022,32,15.544576343295,"death",0.999618162207675,"2021-11-28"
4561,"Wyoming","2022-08-14",2022,33,10.3663540585306,"death",0.999936784760186,"2021-11-28"
4562,"Wyoming","2022-08-21",2022,34,10.3669933286328,"death",0.9999984486477,"2021-11-28"
4563,"Wyoming","2022-08-28",2022,35,6.91133499383881,"death",0.999999332424788,"2021-11-28"
4564,"Wyoming","2022-09-04",2022,36,5.18350312473374,"death",0.99999969498926,"2021-11-28"
4565,"Wyoming","2022-09-11",2022,37,6.91085122838721,"death",0.999929336522538,"2021-11-28"
4566,"Wyoming","2022-09-18",2022,38,5.18331494527899,"death",0.999963391471576,"2021-11-28"
4567,"Wyoming","2022-09-25",2022,39,5.18350470575835,"death",1,"2021-11-28"
4568,"Wyoming","2022-10-02",2022,40,8.63917450959726,"death",1,"2021-11-28"
