"X","state","date","year","week","value","data.type","perc"
569,"California","2020-01-19",2020,4,0,"case",0
570,"California","2020-01-26",2020,5,0.0506172482373366,"case",0
571,"California","2020-02-02",2020,6,0.0759258723560049,"case",0
572,"California","2020-02-09",2020,7,0.0253086241186683,"case",0
573,"California","2020-02-16",2020,8,0.0506172482373366,"case",0
574,"California","2020-02-23",2020,9,0.480863858254698,"case",0
575,"California","2020-03-01",2020,10,1.82222093654412,"case",0
576,"California","2020-03-08",2020,11,7.11172337734579,"case",0
577,"California","2020-03-15",2020,12,29.4339298500112,"case",0
578,"California","2020-03-22",2020,13,101.791286205284,"case",0
579,"California","2020-03-29",2020,14,208.28997649664,"case",0
580,"California","2020-04-05",2020,15,218.286883023514,"case",0
581,"California","2020-04-12",2020,16,212.794911589763,"case",0
582,"California","2020-04-19",2020,17,297.654728259658,"case",0
583,"California","2020-04-26",2020,18,282.520171036694,"case",0
584,"California","2020-05-03",2020,19,330.809025855113,"case",0
585,"California","2020-05-10",2020,20,306.462129452954,"case",0
586,"California","2020-05-17",2020,21,351.334320015353,"case",0
587,"California","2020-05-24",2020,22,437.459567891181,"case",0
588,"California","2020-05-31",2020,23,482.053363588275,"case",0
589,"California","2020-06-07",2020,24,538.744681614092,"case",0
590,"California","2020-06-14",2020,25,618.03660097788,"case",0
591,"California","2020-06-21",2020,26,926.270334119141,"case",0
592,"California","2020-06-28",2020,27,1359.65521352722,"case",0
593,"California","2020-07-05",2020,28,1388.27926740543,"case",0
594,"California","2020-07-12",2020,29,1598.59393383156,"case",0
595,"California","2020-07-19",2020,30,1774.96973531456,"case",0
596,"California","2020-07-26",2020,31,1421.83850298678,"case",0
597,"California","2020-08-02",2020,32,1180.67262375999,"case",0
598,"California","2020-08-09",2020,33,1665.8895653631,"case",0
599,"California","2020-08-16",2020,34,1096.97700379956,"case",0
600,"California","2020-08-23",2020,35,940.848101611494,"case",0
601,"California","2020-08-30",2020,36,875.020370278838,"case",0
602,"California","2020-09-06",2020,37,594.955135781654,"case",0
603,"California","2020-09-13",2020,38,619.93474778678,"case",0
604,"California","2020-09-20",2020,39,610.899568976415,"case",0
605,"California","2020-09-27",2020,40,563.876145363929,"case",0
606,"California","2020-10-04",2020,41,577.239098898586,"case",0
607,"California","2020-10-11",2020,42,555.650842525362,"case",0
608,"California","2020-10-18",2020,43,769.053161093973,"case",0
609,"California","2020-10-25",2020,44,724.256896403931,"case",0
610,"California","2020-11-01",2020,45,950.566613273062,"case",0
611,"California","2020-11-08",2020,46,1372.30952558655,"case",0
612,"California","2020-11-15",2020,47,2096.1867926287,"case",0
613,"California","2020-11-22",2020,48,2440.43469789083,"case",0
614,"California","2020-11-29",2020,49,3464.67471597333,"case",0
615,"California","2020-12-06",2020,50,5358.51905877328,"case",0
616,"California","2020-12-13",2020,51,7392.92749992831,"case",0
617,"California","2020-12-20",2020,52,7155.20359358166,"case",0
618,"California","2020-12-27",2020,53,6789.19027157748,"case",0
619,"California","2021-01-03",2021,1,7325.45470802794,"case",0
620,"California","2021-01-10",2021,2,7288.09917882879,"case",0
621,"California","2021-01-17",2021,3,4782.49477383239,"case",0
622,"California","2021-01-24",2021,4,3687.82085482763,"case",0
623,"California","2021-01-31",2021,5,2461.74455939875,"case",0
624,"California","2021-02-07",2021,6,1827.71290797787,"case",0
625,"California","2021-02-14",2021,7,1210.38494847531,"case",0
626,"California","2021-02-21",2021,8,978.886963661852,"case",0
627,"California","2021-02-28",2021,9,784.213026941056,"case",0
628,"California","2021-03-07",2021,10,611.00080347289,"case",0
629,"California","2021-03-14",2021,11,496.378044839441,"case",0
630,"California","2021-03-21",2021,12,458.136713796133,"case",0
631,"California","2021-03-28",2021,13,491.26570276747,"case",0
632,"California","2021-04-04",2021,14,469.652137770127,"case",0
633,"California","2021-04-11",2021,15,502.603966372634,"case",0
634,"California","2021-04-18",2021,16,349.005926596436,"case",0
635,"California","2021-04-25",2021,17,334.8584057141,"case",0
636,"California","2021-05-02",2021,18,340.881858254343,"case",0
637,"California","2021-05-09",2021,19,278.470791177707,"case",0
638,"California","2021-05-16",2021,20,213.275775448018,"case",0
639,"California","2021-05-23",2021,21,309.144843609533,"case",0
640,"California","2021-05-30",2021,22,159.64680094056,"case",0
641,"California","2021-06-06",2021,23,167.290005424397,"case",0
642,"California","2021-06-13",2021,24,158.836924968762,"case",0
643,"California","2021-06-20",2021,25,179.438145001358,"case",0
644,"California","2021-06-27",2021,26,1346.92497559553,"case",0
645,"California","2021-07-04",2021,27,959.627100707546,"case",0
646,"California","2021-07-11",2021,28,657.518054603002,"case",0
647,"California","2021-07-18",2021,29,1156.47757910255,"case",0
648,"California","2021-07-25",2021,30,1505.86313506076,"case",0
649,"California","2021-08-01",2021,31,1974.88255722792,"case",0
650,"California","2021-08-08",2021,32,2346.21069029703,"case",0
651,"California","2021-08-15",2021,33,2736.46967420689,"case",0
652,"California","2021-08-22",2021,34,2379.08659302718,"case",0
653,"California","2021-08-29",2021,35,2471.94393491857,"case",0
654,"California","2021-09-05",2021,36,1717.82286205461,"case",0
655,"California","2021-09-12",2021,37,1811.13575918014,"case",0
656,"California","2021-09-19",2021,38,1234.20036377098,"case",0
657,"California","2021-09-26",2021,39,1321.09337191391,"case",0.000280845848156672
658,"California","2021-10-03",2021,40,1076.06558106051,"case",0.000194158832540502
659,"California","2021-10-10",2021,41,973.04067149044,"case",0
660,"California","2021-10-17",2021,42,982.101158924923,"case",0
661,"California","2021-10-24",2021,43,1223.78952019133,"case",0.000813232490329258
662,"California","2021-10-31",2021,44,1111.9469277129,"case",0.00189702237767644
663,"California","2021-11-07",2021,45,1148.80906599459,"case",0
664,"California","2021-11-14",2021,46,834.172250951307,"case",0
665,"California","2021-11-21",2021,47,601.130440066609,"case",0
666,"California","2021-11-28",2021,48,1188.29425350686,"case",0.00305445188165111
667,"California","2021-12-05",2021,49,1090.8698810297,"case",0.0918100715712453
668,"California","2021-12-12",2021,50,881.528361047422,"case",0.275136410918792
669,"California","2021-12-19",2021,51,979.216772024131,"case",0.551460335479277
670,"California","2021-12-26",2021,52,1049.64757794713,"case",0.814855232084315
671,"California","2022-01-02",2022,1,489.800709397658,"case",0.962927837086351
672,"California","2022-01-09",2022,2,0.000339336749167727,"case",0.999999983976216
673,"California","2022-01-16",2022,3,5.80668017084914e-06,"case",0.999999999708293
674,"California","2022-01-23",2022,4,230.118873006661,"case",0.985080625707822
675,"California","2022-01-30",2022,5,91.9023700544338,"case",0.989445341468477
676,"California","2022-02-06",2022,6,0.00042227933436649,"case",0.999999908075108
677,"California","2022-02-13",2022,7,0.000176413913808513,"case",0.999999925084573
678,"California","2022-02-20",2022,8,2.08618064748096,"case",0.998822803762224
679,"California","2022-02-27",2022,9,4.17514348772603,"case",0.996246007497007
680,"California","2022-03-06",2022,10,3.59435515120654,"case",0.995611625551535
681,"California","2022-03-13",2022,11,3.77559827473838,"case",0.994844761870555
682,"California","2022-03-20",2022,12,3.82141197391816,"case",0.993805944862439
683,"California","2022-03-27",2022,13,3.54939271369331,"case",0.992839559051464
684,"California","2022-04-03",2022,14,4.64740576338266,"case",0.992289988961907
685,"California","2022-04-10",2022,15,5.12834400050013,"case",0.992330635790906
686,"California","2022-04-17",2022,16,6.36540035303698,"case",0.992450967427035
687,"California","2022-04-24",2022,17,8.74606658495933,"case",0.992177809971304
688,"California","2022-05-01",2022,18,11.0624398646655,"case",0.991871355683024
689,"California","2022-05-08",2022,19,12.4734791139752,"case",0.991991828799928
690,"California","2022-05-15",2022,20,18.4665818968669,"case",0.99256621531515
691,"California","2022-05-22",2022,21,17.7607465128135,"case",0.993498549408368
692,"California","2022-05-29",2022,22,14.0976579169572,"case",0.99463429625006
693,"California","2022-06-05",2022,23,13.6538566480372,"case",0.995804278758401
694,"California","2022-06-12",2022,24,8.37137153467712,"case",0.996839319851565
695,"California","2022-06-19",2022,25,7.91004326716186,"case",0.997607634654156
696,"California","2022-06-26",2022,26,6.23854988926572,"case",0.998127007116481
697,"California","2022-07-03",2022,27,4.90000161243699,"case",0.998429191867178
698,"California","2022-07-10",2022,28,6.09672854875175,"case",0.998452257422507
699,"California","2022-07-17",2022,29,6.62626469121496,"case",0.998172029071373
700,"California","2022-07-24",2022,30,6.72514827107388,"case",0.997809045305651
701,"California","2022-07-31",2022,31,6.55444076525498,"case",0.997591326960965
702,"California","2022-08-07",2022,32,5.68219605571726,"case",0.997532111044977
703,"California","2022-08-14",2022,33,4.94332803070757,"case",0.997590938608359
704,"California","2022-08-21",2022,34,4.30335380507636,"case",0.997727350701782
705,"California","2022-08-28",2022,35,3.33294956370568,"case",0.997907255174026
706,"California","2022-09-04",2022,36,2.20467606955038,"case",0.998122027066295
707,"California","2022-09-11",2022,37,1.39577915258453,"case",0.998312877814076
708,"California","2022-09-18",2022,38,1.55620250727414,"case",0.998194897237536
709,"California","2022-09-25",2022,39,2.02993058142093,"case",0.997592536024504
710,"California","2022-10-02",2022,40,2.06670595454326,"case",0.99699380994878
1137,"Florida","2020-01-19",2020,4,0,"case",0
1138,"Florida","2020-01-26",2020,5,0,"case",0
1139,"Florida","2020-02-02",2020,6,0,"case",0
1140,"Florida","2020-02-09",2020,7,0,"case",0
1141,"Florida","2020-02-16",2020,8,0,"case",0
1142,"Florida","2020-02-23",2020,9,0,"case",0
1143,"Florida","2020-03-01",2020,10,0.465598400799861,"case",0
1144,"Florida","2020-03-08",2020,11,2.70047072463919,"case",0
1145,"Florida","2020-03-15",2020,12,32.3125290155103,"case",0
1146,"Florida","2020-03-22",2020,13,152.436916421874,"case",0
1147,"Florida","2020-03-29",2020,14,349.152240759816,"case",0
1148,"Florida","2020-04-05",2020,15,346.451770035176,"case",0
1149,"Florida","2020-04-12",2020,16,302.918319560389,"case",0
1150,"Florida","2020-04-19",2020,17,248.955464907686,"case",0
1151,"Florida","2020-04-26",2020,18,215.292700529856,"case",0
1152,"Florida","2020-05-03",2020,19,211.288554282977,"case",0
1153,"Florida","2020-05-10",2020,20,223.952830784733,"case",0
1154,"Florida","2020-05-17",2020,21,247.512109865206,"case",0
1155,"Florida","2020-05-24",2020,22,246.627472903686,"case",0
1156,"Florida","2020-05-31",2020,23,341.469867146618,"case",0
1157,"Florida","2020-06-07",2020,24,502.56691382337,"case",0
1158,"Florida","2020-06-14",2020,25,942.603962419318,"case",0
1159,"Florida","2020-06-21",2020,26,1804.1006834193,"case",0
1160,"Florida","2020-06-28",2020,27,2677.51672347976,"case",0
1161,"Florida","2020-07-05",2020,28,3001.20073171582,"case",0
1162,"Florida","2020-07-12",2020,29,3867.16719736348,"case",0
1163,"Florida","2020-07-19",2020,30,3582.40721543429,"case",0
1164,"Florida","2020-07-26",2020,31,3050.46104252045,"case",0
1165,"Florida","2020-08-02",2020,32,2167.31399588327,"case",0
1166,"Florida","2020-08-09",2020,33,2004.8667138442,"case",0
1167,"Florida","2020-08-16",2020,34,1301.81312863641,"case",0
1168,"Florida","2020-08-23",2020,35,996.659936752182,"case",0
1169,"Florida","2020-08-30",2020,36,1157.66386374877,"case",0
1170,"Florida","2020-09-06",2020,37,824.295408776074,"case",0
1171,"Florida","2020-09-13",2020,38,915.459575652686,"case",0
1172,"Florida","2020-09-20",2020,39,812.422649555677,"case",0
1173,"Florida","2020-09-27",2020,40,740.720495832499,"case",0
1174,"Florida","2020-10-04",2020,41,667.2025083462,"case",0
1175,"Florida","2020-10-11",2020,42,1096.94983228447,"case",0
1176,"Florida","2020-10-18",2020,43,1106.72739870127,"case",0
1177,"Florida","2020-10-25",2020,44,1224.33755474331,"case",0
1178,"Florida","2020-11-01",2020,45,1607.71127796192,"case",0
1179,"Florida","2020-11-08",2020,46,1770.15856000099,"case",0
1180,"Florida","2020-11-15",2020,47,2641.38628757769,"case",0
1181,"Florida","2020-11-22",2020,48,2489.55464907686,"case",0
1182,"Florida","2020-11-29",2020,49,2995.70667058638,"case",0
1183,"Florida","2020-12-06",2020,50,3135.10683178586,"case",0
1184,"Florida","2020-12-13",2020,51,3547.4873353743,"case",0
1185,"Florida","2020-12-20",2020,52,3325.44345803285,"case",0
1186,"Florida","2020-12-27",2020,53,4201.79276801834,"case",0
1187,"Florida","2021-01-03",2021,1,5115.25027054759,"case",0
1188,"Florida","2021-01-10",2021,2,4445.95256939779,"case",0
1189,"Florida","2021-01-17",2021,3,3712.12292989713,"case",0
1190,"Florida","2021-01-24",2021,4,3430.29621789297,"case",0
1191,"Florida","2021-01-31",2021,5,2689.7619614208,"case",0
1192,"Florida","2021-02-07",2021,6,2354.90359156554,"case",0
1193,"Florida","2021-02-14",2021,7,1944.80452014102,"case",0
1194,"Florida","2021-02-21",2021,8,1861.22960719744,"case",0
1195,"Florida","2021-02-28",2021,9,1732.72444857668,"case",0
1196,"Florida","2021-03-07",2021,10,1499.78556865651,"case",0
1197,"Florida","2021-03-14",2021,11,1455.13468201981,"case",0
1198,"Florida","2021-03-21",2021,12,1615.62645077552,"case",0
1199,"Florida","2021-03-28",2021,13,1767.87712783707,"case",0
1200,"Florida","2021-04-04",2021,14,1940.6606943739,"case",0
1201,"Florida","2021-04-11",2021,15,2018.55530682772,"case",0
1202,"Florida","2021-04-18",2021,16,1948.3430679871,"case",0
1203,"Florida","2021-04-25",2021,17,1630.71183896143,"case",0
1204,"Florida","2021-05-02",2021,18,1286.82086013066,"case",0
1205,"Florida","2021-05-09",2021,19,1068.40865031544,"case",0
1206,"Florida","2021-05-16",2021,20,872.717642459259,"case",0
1207,"Florida","2021-05-23",2021,21,584.419112683985,"case",0
1208,"Florida","2021-05-30",2021,22,0,"case",0
1209,"Florida","2021-06-06",2021,23,533.29640827616,"case",0
1210,"Florida","2021-06-13",2021,24,470.021585607459,"case",0
1211,"Florida","2021-06-20",2021,25,514.393113203686,"case",0
1212,"Florida","2021-06-27",2021,26,730.244531814502,"case",0
1213,"Florida","2021-07-04",2021,27,1105.65652237943,"case",0
1214,"Florida","2021-07-11",2021,28,2116.09817179529,"case",0
1215,"Florida","2021-07-18",2021,29,3406.59725929226,"case",0
1216,"Florida","2021-07-25",2021,30,5155.29173301638,"case",0
1217,"Florida","2021-08-01",2021,31,6273.9850106182,"case",0
1218,"Florida","2021-08-08",2021,32,7074.44178127333,"case",0
1219,"Florida","2021-08-15",2021,33,7598.42622153349,"case",0
1220,"Florida","2021-08-22",2021,34,7453.85791808513,"case",0
1221,"Florida","2021-08-29",2021,35,5039.35773121721,"case",0
1222,"Florida","2021-09-05",2021,36,5086.383169698,"case",0
1223,"Florida","2021-09-12",2021,37,3575.51635910245,"case",0
1224,"Florida","2021-09-19",2021,38,2390.28907002633,"case",0
1225,"Florida","2021-09-26",2021,39,1617.25604517832,"case",0
1226,"Florida","2021-10-03",2021,40,1109.00883086519,"case",0
1227,"Florida","2021-10-10",2021,41,847.389089455747,"case",0
1228,"Florida","2021-10-17",2021,42,562.442868166232,"case",0
1229,"Florida","2021-10-24",2021,43,643.317310385168,"case",0
1230,"Florida","2021-10-31",2021,44,474.759154618484,"case",0.0111760801747336
1231,"Florida","2021-11-07",2021,45,471.019150810858,"case",0.0114886219387409
1232,"Florida","2021-11-14",2021,46,468.34543136458,"case",0
1233,"Florida","2021-11-21",2021,47,222.742274942653,"case",0
1234,"Florida","2021-11-28",2021,48,694.321029335976,"case",0.024820529580998
1235,"Florida","2021-12-05",2021,49,448.761111751025,"case",0.290774603825157
1236,"Florida","2021-12-12",2021,50,635.889470425835,"case",0.609049441607735
1237,"Florida","2021-12-19",2021,51,924.947897275801,"case",0.828839118800735
1238,"Florida","2021-12-26",2021,52,690.277792448263,"case",0.950937673090637
1239,"Florida","2022-01-02",2022,1,0.00942694349295838,"case",0.999999566154016
1240,"Florida","2022-01-09",2022,2,0.00314123625950336,"case",0.999999834980723
1241,"Florida","2022-01-16",2022,3,35.371224086822,"case",0.997099298020982
1242,"Florida","2022-01-23",2022,4,124.514721907529,"case",0.986478506783978
1243,"Florida","2022-01-30",2022,5,43.5972408541612,"case",0.992684780255218
1244,"Florida","2022-02-06",2022,6,2.77671238631842e-05,"case",0.999999994683246
1245,"Florida","2022-02-13",2022,7,4.76706284364932e-07,"case",0.999999999736872
1246,"Florida","2022-02-20",2022,8,2.39325478278496,"case",0.997731110271523
1247,"Florida","2022-02-27",2022,9,2.32039124341165,"case",0.99614803270497
1248,"Florida","2022-03-06",2022,10,0.993340495628492,"case",0.997476078798467
1249,"Florida","2022-03-13",2022,11,0.581839948958908,"case",0.998660599635602
1250,"Florida","2022-03-20",2022,12,0.307337037037636,"case",0.99910930993768
1251,"Florida","2022-03-27",2022,13,0.629228185603297,"case",0.998845515335437
1252,"Florida","2022-04-03",2022,14,1.14716609183262,"case",0.99789252145961
1253,"Florida","2022-04-10",2022,15,2.27305974107633,"case",0.996393841091437
1254,"Florida","2022-04-17",2022,16,4.86383720385319,"case",0.994973815614166
1255,"Florida","2022-04-24",2022,17,7.07749494825784,"case",0.994259494897375
1256,"Florida","2022-05-01",2022,18,10.0128833983447,"case",0.994407934153956
1257,"Florida","2022-05-08",2022,19,7.41419152896419,"case",0.995298908991624
1258,"Florida","2022-05-15",2022,20,12.4028363019074,"case",0.996173071254074
1259,"Florida","2022-05-22",2022,21,9.76704156958401,"case",0.996352328329486
1260,"Florida","2022-05-29",2022,22,14.9712915005087,"case",0.996122733547988
1261,"Florida","2022-06-05",2022,23,13.7363865554201,"case",0.996011376725193
1262,"Florida","2022-06-12",2022,24,10.2378181520975,"case",0.996545347676718
1263,"Florida","2022-06-19",2022,25,8.19329262158482,"case",0.997927750160854
1264,"Florida","2022-06-26",2022,26,2.75760792304544,"case",0.999065743706597
1265,"Florida","2022-07-03",2022,27,3.23567515841776,"case",0.998975846202695
1266,"Florida","2022-07-10",2022,28,5.79757336088993,"case",0.998407953206201
1267,"Florida","2022-07-17",2022,29,6.06053318301338,"case",0.998288768467061
1268,"Florida","2022-07-24",2022,30,5.06085032918033,"case",0.998518850838491
1269,"Florida","2022-07-31",2022,31,3.69391957351292,"case",0.998793096125425
1270,"Florida","2022-08-07",2022,32,2.49774854481093,"case",0.999009892836411
1271,"Florida","2022-08-14",2022,33,1.86406260466651,"case",0.999118502655895
1272,"Florida","2022-08-21",2022,34,1.8970981587947,"case",0.999068187268329
1273,"Florida","2022-08-28",2022,35,2.03972237515017,"case",0.998872945183265
1274,"Florida","2022-09-04",2022,36,1.60160184314773,"case",0.998805722210678
1275,"Florida","2022-09-11",2022,37,1.06714976491796,"case",0.999001134751568
1276,"Florida","2022-09-18",2022,38,0.991270713916446,"case",0.998781534270629
1277,"Florida","2022-09-25",2022,39,1.31454049509056,"case",0.997616432669531
1278,"Florida","2022-10-02",2022,40,1.8132476900824,"case",0.996376248534154
1989,"Iowa","2020-01-19",2020,4,0,"case",0
1990,"Iowa","2020-01-26",2020,5,0,"case",0
1991,"Iowa","2020-02-02",2020,6,0,"case",0
1992,"Iowa","2020-02-09",2020,7,0,"case",0
1993,"Iowa","2020-02-16",2020,8,0,"case",0
1994,"Iowa","2020-02-23",2020,9,0,"case",0
1995,"Iowa","2020-03-01",2020,10,0,"case",0
1996,"Iowa","2020-03-08",2020,11,4.75425267902138,"case",0
1997,"Iowa","2020-03-15",2020,12,15.8475089300713,"case",0
1998,"Iowa","2020-03-22",2020,13,72.8985410783279,"case",0
1999,"Iowa","2020-03-29",2020,14,154.671687157496,"case",0
2000,"Iowa","2020-04-05",2020,15,229.471929307432,"case",0
2001,"Iowa","2020-04-12",2020,16,317.90102913723,"case",0
2002,"Iowa","2020-04-19",2020,17,822.802663649301,"case",0
2003,"Iowa","2020-04-26",2020,18,1119.46803082024,"case",0
2004,"Iowa","2020-05-03",2020,19,960.35904116232,"case",0
2005,"Iowa","2020-05-10",2020,20,842.136624543988,"case",0
2006,"Iowa","2020-05-17",2020,21,814.561959005664,"case",0
2007,"Iowa","2020-05-24",2020,22,772.724535430276,"case",0
2008,"Iowa","2020-05-31",2020,23,694.437841315724,"case",0
2009,"Iowa","2020-06-07",2020,24,717.892154532229,"case",0
2010,"Iowa","2020-06-14",2020,25,557.832314338509,"case",0
2011,"Iowa","2020-06-21",2020,26,840.234923472379,"case",0
2012,"Iowa","2020-06-28",2020,27,939.440329374626,"case",0
2013,"Iowa","2020-07-05",2020,28,1118.20023010583,"case",0
2014,"Iowa","2020-07-12",2020,29,1147.04269635856,"case",0
2015,"Iowa","2020-07-19",2020,30,1132.14603796429,"case",0
2016,"Iowa","2020-07-26",2020,31,1079.84925849506,"case",0
2017,"Iowa","2020-08-02",2020,32,956.555639019103,"case",0
2018,"Iowa","2020-08-09",2020,33,1189.83097046975,"case",0
2019,"Iowa","2020-08-16",2020,34,1245.9311520822,"case",0
2020,"Iowa","2020-08-23",2020,35,2484.88940023518,"case",0
2021,"Iowa","2020-08-30",2020,36,1855.42634553275,"case",0
2022,"Iowa","2020-09-06",2020,37,1430.71310620684,"case",0
2023,"Iowa","2020-09-13",2020,38,1768.89894677456,"case",0
2024,"Iowa","2020-09-20",2020,39,1940.68594357653,"case",0
2025,"Iowa","2020-09-27",2020,40,2026.57944197752,"case",0
2026,"Iowa","2020-10-04",2020,41,2154.31036395389,"case",0
2027,"Iowa","2020-10-11",2020,42,2408.50440719223,"case",0
2028,"Iowa","2020-10-18",2020,43,2616.10677417617,"case",0
2029,"Iowa","2020-10-25",2020,44,4388.49217291534,"case",0
2030,"Iowa","2020-11-01",2020,45,6922.50885083374,"case",0
2031,"Iowa","2020-11-08",2020,46,10433.3659792017,"case",0
2032,"Iowa","2020-11-15",2020,47,8128.50428041216,"case",0
2033,"Iowa","2020-11-22",2020,48,5698.13031089643,"case",0
2034,"Iowa","2020-11-29",2020,49,5135.8606940575,"case",0
2035,"Iowa","2020-12-06",2020,50,3684.22887606297,"case",0
2036,"Iowa","2020-12-13",2020,51,3787.55463428704,"case",0
2037,"Iowa","2020-12-20",2020,52,2482.98769916357,"case",0
2038,"Iowa","2020-12-27",2020,53,2884.88052563018,"case",0
2039,"Iowa","2021-01-03",2021,1,3890.8803925111,"case",0
2040,"Iowa","2021-01-10",2021,2,2718.48168186443,"case",0
2041,"Iowa","2021-01-17",2021,3,2496.61655684343,"case",0
2042,"Iowa","2021-01-24",2021,4,2055.42190823025,"case",0
2043,"Iowa","2021-01-31",2021,5,1646.87312801301,"case",0
2044,"Iowa","2021-02-07",2021,6,1500.12519532055,"case",0
2045,"Iowa","2021-02-14",2021,7,1009.80326902414,"case",0
2046,"Iowa","2021-02-21",2021,8,1282.06347244277,"case",0
2047,"Iowa","2021-02-28",2021,9,1027.23552884722,"case",0
2048,"Iowa","2021-03-07",2021,10,1012.33887045295,"case",0
2049,"Iowa","2021-03-14",2021,11,931.51657490959,"case",0
2050,"Iowa","2021-03-21",2021,12,1239.27519833157,"case",0
2051,"Iowa","2021-03-28",2021,13,1157.81900243101,"case",0
2052,"Iowa","2021-04-04",2021,14,1046.56948974191,"case",0
2053,"Iowa","2021-04-11",2021,15,1031.98978152624,"case",0
2054,"Iowa","2021-04-18",2021,16,940.39117991043,"case",0
2055,"Iowa","2021-04-25",2021,17,791.107645789158,"case",0
2056,"Iowa","2021-05-02",2021,18,740.078667034329,"case",0
2057,"Iowa","2021-05-09",2021,19,528.355947728577,"case",0
2058,"Iowa","2021-05-16",2021,20,407.914879860035,"case",0
2059,"Iowa","2021-05-23",2021,21,257.99744538156,"case",0
2060,"Iowa","2021-05-30",2021,22,198.093861625891,"case",0
2061,"Iowa","2021-06-06",2021,23,180.344651624211,"case",0
2062,"Iowa","2021-06-13",2021,24,166.081893587147,"case",0
2063,"Iowa","2021-06-20",2021,25,152.136085728684,"case",0
2064,"Iowa","2021-06-27",2021,26,187.317555553443,"case",0
2065,"Iowa","2021-07-04",2021,27,174.639548409386,"case",0
2066,"Iowa","2021-07-11",2021,28,334.382438424504,"case",0
2067,"Iowa","2021-07-18",2021,29,498.879581118644,"case",0
2068,"Iowa","2021-07-25",2021,30,791.42459596776,"case",0
2069,"Iowa","2021-08-01",2021,31,1331.19075012599,"case",0
2070,"Iowa","2021-08-08",2021,32,1656.38163337105,"case",0
2071,"Iowa","2021-08-15",2021,33,1883.95186160687,"case",0
2072,"Iowa","2021-08-22",2021,34,2395.50944986957,"case",0
2073,"Iowa","2021-08-29",2021,35,2805.64298097982,"case",0
2074,"Iowa","2021-09-05",2021,36,3039.86916296627,"case",0
2075,"Iowa","2021-09-12",2021,37,4142.85578449923,"case",0
2076,"Iowa","2021-09-19",2021,38,3622.42359123569,"case",0
2077,"Iowa","2021-09-26",2021,39,3141.29322011873,"case",0
2078,"Iowa","2021-10-03",2021,40,2921.64674634794,"case",0
2079,"Iowa","2021-10-10",2021,41,2387.90264558314,"case",0
2080,"Iowa","2021-10-17",2021,42,2162.23411841893,"case",0
2081,"Iowa","2021-10-24",2021,43,2211.99529645935,"case",0
2082,"Iowa","2021-10-31",2021,44,2622.7627279268,"case",0
2083,"Iowa","2021-11-07",2021,45,2902.31278545325,"case",0
2084,"Iowa","2021-11-14",2021,46,3192.63914905216,"case",0
2085,"Iowa","2021-11-21",2021,47,2117.54414323612,"case",0
2086,"Iowa","2021-11-28",2021,48,4533.97230489339,"case",0
2087,"Iowa","2021-12-05",2021,49,3671.52014245664,"case",0.00686702195981827
2088,"Iowa","2021-12-12",2021,50,3092.11890348754,"case",0.091803054475289
2089,"Iowa","2021-12-19",2021,51,1590.54845846247,"case",0.27544156441796
2090,"Iowa","2021-12-26",2021,52,1829.11272740046,"case",0.500175065577743
2091,"Iowa","2022-01-02",2022,1,3105.74671490663,"case",0.698487698458399
2092,"Iowa","2022-01-09",2022,2,1742.66738699488,"case",0.853027597094735
2093,"Iowa","2022-01-16",2022,3,487.625758264314,"case",0.958366211102563
2094,"Iowa","2022-01-23",2022,4,0.707672237057604,"case",0.999925388289224
2095,"Iowa","2022-01-30",2022,5,0.40527567983876,"case",0.999926563683713
2096,"Iowa","2022-02-06",2022,6,10.6351739717399,"case",0.996598954151326
2097,"Iowa","2022-02-13",2022,7,14.539606615244,"case",0.99230827018049
2098,"Iowa","2022-02-20",2022,8,3.9299168679347,"case",0.996264187161038
2099,"Iowa","2022-02-27",2022,9,5.77568834394654,"case",0.997279381752264
2100,"Iowa","2022-03-06",2022,10,1.31645096091412,"case",0.996625918007107
2101,"Iowa","2022-03-13",2022,11,0.806505795860193,"case",0.996708173038364
2102,"Iowa","2022-03-20",2022,12,0.932275061185399,"case",0.996041193704853
2103,"Iowa","2022-03-27",2022,13,0.997784125777324,"case",0.995824829228493
2104,"Iowa","2022-04-03",2022,14,0.790884632877252,"case",0.996292278783578
2105,"Iowa","2022-04-10",2022,15,0.856559580732236,"case",0.997450466569452
2106,"Iowa","2022-04-17",2022,16,0.635951915003201,"case",0.998401216885682
2107,"Iowa","2022-04-24",2022,17,0.984612881455819,"case",0.998220777454814
2108,"Iowa","2022-05-01",2022,18,2.86155269436028,"case",0.996788189591108
2109,"Iowa","2022-05-08",2022,19,6.28965370910054,"case",0.994386337276387
2110,"Iowa","2022-05-15",2022,20,9.31944133880257,"case",0.992110681571018
2111,"Iowa","2022-05-22",2022,21,7.59360453146912,"case",0.991009998555684
2112,"Iowa","2022-05-29",2022,22,15.2957029071145,"case",0.99113374731377
2113,"Iowa","2022-06-05",2022,23,9.67536041299436,"case",0.992281557679336
2114,"Iowa","2022-06-12",2022,24,4.96903514691612,"case",0.994253059486444
2115,"Iowa","2022-06-19",2022,25,5.44578701790838,"case",0.996722274084969
2116,"Iowa","2022-06-26",2022,26,0.983202229384587,"case",0.998860788888041
2117,"Iowa","2022-07-03",2022,27,0.0615153226007221,"case",0.999951923421135
2118,"Iowa","2022-07-10",2022,28,0.0751292686056239,"case",0.99995431031197
