"location","week","Alpha","Beta","Delta","Epsilon","Gamma","Iota","Omicron","Omicron_BA.1","Omicron_BA.2","Omicron_BA.2.12.1","Omicron_nonBA.1o2","Others"
"Alabama",2020-05-03,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-05-10,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-05-17,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-05-24,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-05-31,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-06-07,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-06-14,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-06-21,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-06-28,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-07-05,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-07-12,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-07-19,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-07-26,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-08-02,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-08-09,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-08-16,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-08-23,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-08-30,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-09-06,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-09-13,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-09-20,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-09-27,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-10-04,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-10-11,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-10-18,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-10-25,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-11-01,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-11-08,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-11-15,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-11-22,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-11-29,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-12-06,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-12-13,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-12-20,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2020-12-27,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2021-01-03,0,0,0,0,0,0,0,0,0,0,0,1
"Alabama",2021-01-10,0,0,0,0.00344043756497395,0,0,0,0,0,0,0,0.996559562435026
"Alabama",2021-01-17,0.00105346134372035,0,0,0.006515154543541,0,0.00379324638685866,0,0,0,0,0,0.98863813772588
"Alabama",2021-01-24,0.00530247290516223,0,0,0.0104501910452173,0,0.00504058993384057,0,0,0,0,0,0.97920674611578
"Alabama",2021-01-31,0.0266893693608973,0,0,0.0151565329123511,0,0.0064540759298209,0,0,0,0,0,0.951700021796931
"Alabama",2021-02-07,0.0681711966390577,0,0,0.0207038934862372,0,0.00799761462940544,0,0,0,0,0,0.9031272952453
"Alabama",2021-02-14,0.13380159598934,0,0,0.0270241599126551,0,0.00963145081983023,0,0,0,0,0,0.829542793278175
"Alabama",2021-02-21,0.218449247133609,0.00135829099497555,0,0.033339187056379,0,0.0113280235096055,0,0,0,0,0,0.735525251305431
"Alabama",2021-02-28,0.314686589411774,0.0014492081735038,0,0.0386933217119313,0.00129070993223608,0.01306282026256,0,0,0,0,0,0.630817350507995
"Alabama",2021-03-07,0.415086062163743,0.00151533456690995,0,0.0421309106738345,0.00372075549040429,0.0148113286425225,0,0,0,0,0,0.522735608462586
"Alabama",2021-03-14,0.513265829397013,0.0015510065872436,0,0.0428999537617174,0.00732681363018312,0.016537999046409,0,0,0,0,0,0.418418397577434
"Alabama",2021-03-21,0.607026953789429,0.0015566287960503,0,0.041063062895633,0.0119890943583445,0.0181631332034835,0,0,0,0,0,0.32020112695706
"Alabama",2021-03-28,0.692364631110111,0.00153377127102456,0,0.0369961458327959,0.0174339354542152,0.0195986647498794,0,0,0,0,0,0.232072851581974
"Alabama",2021-04-04,0.753867690822911,0.00148259800496061,0.000418759939281694,0.0315136815786407,0.0230697162865989,0.020767203616857,0,0,0,0,0,0.16888034975075
"Alabama",2021-04-11,0.779484951980833,0.00140423219837928,0,0.0254987789463425,0.0283050953597427,0.0216082138844722,0,0,0,0,0,0.14369872763023
"Alabama",2021-04-18,0.78201155829875,0.00130503996760817,0.00751334567423468,0.0196704947318184,0.0328678061301877,0.0221178999328345,0,0,0,0,0,0.134513855264567
"Alabama",2021-04-25,0.778652484607733,0.00119238019047435,0.0341482135544143,0.0146106446131612,0.0367373635733559,0.022311155455932,0,0,0,0,0,0.112347758004929
"Alabama",2021-05-02,0.779405705541789,0.00107233987499603,0.0546305712438705,0.0105161318144274,0.0405813337878995,0.0222208911032128,0,0,0,0,0,0.0915730266338043
"Alabama",2021-05-09,0.787994430866626,0.000950164040244085,0.0472317999113769,0.00744503666794643,0.0450024436862856,0.0218730465981565,0,0,0,0,0,0.0895030782293644
"Alabama",2021-05-16,0.790249811071823,0.000829001619308829,0.0300428377294069,0.00528506039317754,0.0496560123130141,0.0212476610049081,0,0,0,0,0,0.102689615868362
"Alabama",2021-05-23,0.767529981827928,0.000711477523785435,0.0311095121213588,0.00388130943136237,0.0539605067455926,0.0203132982227794,0,0,0,0,0,0.122493914127193
"Alabama",2021-05-30,0.701193078805491,0.000600216665269075,0.0784776505106311,0.00307889022374256,0.0573343940615288,0.0190385221510819,0,0,0,0,0,0.140277247582256
"Alabama",2021-06-06,0.582613070596141,0.000497464931751594,0.189719947298301,0.002694178376019,0.0590648602661005,0.017416344030402,0,0,0,0,0,0.147994134501285
"Alabama",2021-06-13,0.443227257475839,0.000403952116811523,0.340516564796158,0.00242862615172953,0.0579139670756648,0.0155375644664261,0,0,0,0,0,0.139972067917371
"Alabama",2021-06-20,0.317953639597491,0.000319985005657344,0.49987220909261,0.00202976661865697,0.052936989269102,0.0135152178573178,0,0,0,0,0,0.113372192559164
"Alabama",2021-06-27,0.215569684937446,0.000245694444430651,0.651982293471823,0.00154437940372711,0.0448871781643037,0.0114534844060517,0,0,0,0,0,0.0743172851722187
"Alabama",2021-07-04,0.137493538115599,0.000181069652076164,0.784408827382605,0.00107903626576584,0.035046087391276,0.00944762727977319,0,0,0,0,0,0.0323438139129052
"Alabama",2021-07-11,0.0818465825025853,0.000125709277818001,0.882989497736598,0.000680230932056373,0.0251105032894713,0.00756609569750096,0,0,0,0,0,0.00168138056396994
"Alabama",2021-07-18,0.0451356673159669,7.85188188335414e-05,0.932099089144232,0.000369871461760556,0.0164945652405881,0.00582228801861848,0,0,0,0,0,0
"Alabama",2021-07-25,0.0232140532374794,4.03843225984433e-05,0.962259492494634,0.000152270761446622,0.00997836069137073,0.0043554384924704,0,0,0,0,0,1.11022302462516e-16
"Alabama",2021-08-01,0.0103629399600699,9.28633528652951e-06,0.979031305582717,9.88607174297773e-06,0.00538994306655713,0.00309702851546522,0,0,0,0,0,0.00209961046816165
"Alabama",2021-08-08,0.00387703081090177,0,0.985753352705214,0,0.00243589047893298,0.00203911638547281,0,0,0,0,0,0.00589460961947841
"Alabama",2021-08-15,0.00155959981048167,0,0.988480790221281,0,0.000728730288223483,0.00118079596070018,0,0,0,0,0,0.00805008371931359
"Alabama",2021-08-22,0.0011411321237751,0,0.990251560457013,0,0,0.000507504398389469,0,0,0,0,0,0.00809980302082203
"Alabama",2021-08-29,0.000783300154910364,0,0.993169625660075,0,0,2.65848584437722e-06,0,0,0,0,0,0.00604441569917058
"Alabama",2021-09-05,0.000372525264666893,0,0.9956030277644,0,0,0,0,0,0,0,0,0.00402444697093285
"Alabama",2021-09-12,0.000152033048502611,0,0.995865589459089,0,0,0,0,0,0,0,0,0.00398237749240871
"Alabama",2021-09-19,6.75170839382755e-05,0,0.995790176767619,0,0,0,0,0,0,0,0,0.00414230614844258
"Alabama",2021-09-26,1.41400980023515e-05,0,0.997275757325522,0,0,0,0,0,0,0,0,0.00271010257647564
"Alabama",2021-10-03,0,0,0.99896666188215,0,0,0,0,0,0,0,0,0.00103333811785
"Alabama",2021-10-10,0,0,0.999055626351613,0,0,0,0,0,0,0,0,0.000944373648387176
"Alabama",2021-10-17,0,0,0.997183644193221,6.56495392536191e-07,0,0,0,0,0,0,0,0.00281569931138625
"Alabama",2021-10-24,5.42098525979458e-07,0,0.993593440209866,3.61504660237544e-06,7.1193843645941e-06,0,0,0,0,0,0,0.0063952832606412
"Alabama",2021-10-31,2.3271546783413e-06,0,0.989486407033551,4.8046886065784e-06,2.62958638977599e-05,0,0,0,0,0,0,0.0104801652592666
"Alabama",2021-11-07,1.01129357437791e-06,0,0.986303604253559,4.78045896320283e-06,3.06168614694561e-05,0,0,0,0,0,0,0.0136599871324341
"Alabama",2021-11-14,0,0,0.985486091459174,4.09739523030653e-06,2.68405579354268e-05,0,0.00120084515181485,0.00120084515181485,0,0,0,0.0132821254358456
"Alabama",2021-11-21,0,0,0.988357143584619,3.23412019811668e-06,2.07768421966584e-05,0,0.00608909171189038,0.00608909171189038,0,0,0,0.00552975374109621
"Alabama",2021-11-28,1.29146870495628e-07,0,0.994995583199874,2.36176201655837e-06,1.44312193453574e-05,0,0.00498749467189383,0.00498749467189383,0,0,0,0
"Alabama",2021-12-05,2.72115478331317e-07,0,0.983312013272678,1.57438533874048e-06,8.79722889992388e-06,0,0.0158874346850156,0.0158874346850156,0,0,0,0.000789908312589738
"Alabama",2021-12-12,5.29825337465002e-08,0,0.826002394613844,9.23077384275514e-07,4.36696412806173e-06,0,0.169622860457389,0.169622860457389,0,0,0,0.0043694019047209
"Alabama",2021-12-19,0,0,0.450698201099985,4.45268433898655e-07,1.43626279888905e-06,0,0.545894093243317,0.545894093243317,0,0,0,0.00340582412546575
"Alabama",2021-12-26,0,0,0.0922013849156141,1.24520359798439e-07,0,0,0.906935221610841,0.905895173043195,0.00104004856764586,0,0,0.000863268953184892
"Alabama",2022-01-02,7.10024715487219e-09,0,0,0,0,0,0.999999992899753,0.997588002774199,0.0024119901255535,0,0,1.11022302462516e-16
"Alabama",2022-01-09,0,0,0.0082429692153644,0,0,6.59839216415902e-07,0.990004196185486,0.987032150788213,0.00297204539727375,0,0,0.00175217475993272
"Alabama",2022-01-16,0,0,0.0266105929405243,0,0,1.61048076158032e-05,0.971624814265132,0.97011814592544,0.00150666833969201,0,0,0.00174848798672789
"Alabama",2022-01-23,0,0,0.0176888285211465,0,0,2.64341317651961e-05,0.981405764123454,0.981405764123454,0,0,0,0.000878973223634505
"Alabama",2022-01-30,0,2.22753417146929e-07,0,0,0,3.25654418437814e-05,0.999967211804739,0.999967211804739,0,0,0,0
"Alabama",2022-02-06,2.6299959945532e-09,1.14409865501773e-06,0,0,0,3.54193440253864e-05,0.999963433927323,0.999963433927323,0,0,0,1.11022302462516e-16
"Alabama",2022-02-13,1.78379710527794e-09,1.83289057372532e-06,0,0,0,3.58573473585116e-05,0.999962307978271,0.999622675919983,0.000339632058287643,0,0,0
"Alabama",2022-02-20,0,2.32139013614948e-06,0.00502361631341245,0,0,3.45167891426922e-05,0.994558898655,0.97270701418523,0.0190781483689424,0.00277373610082772,0,0.000380646852308208
"Alabama",2022-02-27,0,2.64065969209776e-06,0.00423123574931305,0,1.16476269466218e-08,3.19488963631007e-05,0.994893307546529,0.926350694692886,0.0632712926016446,0.00527132025199808,0,0.000840855500476079
"Alabama",2022-03-06,0,2.81879414778364e-06,0,0,4.63239396763808e-08,2.86057299232813e-05,0.999968529151989,0.850835945348556,0.14425172221824,0.00488086158519358,0,1.11022302462516e-16
"Alabama",2022-03-13,2.68554372925456e-11,2.88240567768755e-06,0,0,5.5328658450473e-08,2.48834799929714e-05,0.999972178758815,0.731770517713257,0.267981537991775,0.000220123053783688,0,0
"Alabama",2022-03-20,0,2.85425500396475e-06,0.000228246435100337,4.60421819719221e-09,4.92268436122426e-08,2.10483695350402e-05,0.998408370936156,0.578192137601361,0.418850374108711,0.00136585922608424,0,0.00133942617314287
"Alabama",2022-03-27,0,2.75538615807676e-06,0.000680667525958939,7.8890369366081e-09,3.79387741695554e-08,1.73162005445195e-05,0.979504865121451,0.393515350498351,0.565799317906481,0.0201901967166194,0,0.0197943499380765
"Alabama",2022-04-03,6.63304351595594e-12,2.60435368916102e-06,8.15538492742036e-05,8.74543466130808e-09,2.59561545055487e-08,1.38325059029042e-05,0.960861394735417,0.222350762918129,0.675947735087085,0.0625628967302031,0,0.0390405798474944
"Alabama",2022-04-10,1.51337223687223e-11,2.41764147184221e-06,0,8.22958824677663e-09,1.5872327372438e-08,1.0704077305864e-05,0.954914568808686,0.106797636033858,0.718776892023791,0.129340040751037,0,0.0450722853554874
"Alabama",2022-04-17,1.03588491827356e-11,2.2064930070611e-06,0,6.89276625752552e-09,8.12662056215911e-09,7.95764901286826e-06,0.959378514527712,0.0443878036633204,0.702571336441745,0.212419374422647,0,0.0406113063005225
"Alabama",2022-04-24,5.22289424709198e-13,1.98084170233749e-06,1.44756663813442e-05,5.1600101803233e-09,2.61985812657766e-09,5.59994092433609e-06,0.968286738617907,0.017722396544846,0.643942004553769,0.302892966573655,0.00372937094563732,0.0316911971526941
"Alabama",2022-05-01,0,1.75062096519118e-06,0.000146150471411703,3.45636150193853e-09,0,3.6376729406867e-06,0.975672747804683,0.00886160455753265,0.552717691231357,0.390354284055657,0.0237391679601363,0.024175709973638
"Alabama",2022-05-08,0,1.52470499903529e-06,6.57889681442211e-05,2.12047411421876e-09,0,2.06796216877785e-06,0.977601451843989,0.00359858283867698,0.446570439357552,0.468320994549345,0.0591114350984153,0.022329164400225
"Alabama",2022-05-15,4.7142357361127e-13,1.30773119085613e-06,0,1.14545152932746e-09,0,8.49514541221569e-07,0.978263372613932,0.000392214235517711,0.346094430816732,0.528254453114118,0.103522274447564,0.0217344689944129
"Alabama",2022-05-22,1.5432922348074e-12,1.10309152840239e-06,0,4.48875593864682e-10,0,0,0.982388814735089,0.000186019087608539,0.268916376567859,0.561773963654782,0.151512455424839,0.0176100817229637
"Alabama",2022-05-29,4.38583641981309e-13,9.13433218899008e-07,1.41966701281886e-05,0,0,0,0.988741601675763,0.000946149815096835,0.210642821877932,0.56587289811728,0.211279731865454,0.0112432882204513
"Alabama",2022-06-05,0,7.40871826697935e-07,2.0782505573134e-05,0,0,0,0.994860150285034,0.000575346192486508,0.162408929842909,0.538974676455045,0.292901197794593,0.00511832633756659
"Alabama",2022-06-12,1.12409602748623e-14,5.86141125182821e-07,0,0,0,0,0.999347732087356,0,0.120287841448442,0.479501996246661,0.399557894392253,0.000651681771507318
"Alabama",2022-06-19,3.35041729863465e-14,4.49477413273483e-07,0,0,0,0,0.999999550522553,0,0.0825755009973676,0.389837253817966,0.527586795707219,0
"Alabama",2022-06-26,0,3.30510390005926e-07,0,0,0,0,0.99999966948961,0,0.0514022616633446,0.289454848602619,0.659142559223647,0
"Alabama",2022-07-03,0,2.2857686329056e-07,2.79985593957541e-06,0,3.34066092574614e-11,0,0.999996971533791,0.000117006300501923,0.0284907024180683,0.196385918397599,0.775003344417621,0
"Alabama",2022-07-10,0,1.42458166841558e-07,2.1988895850402e-06,0,9.43951794146578e-11,0,0.998186817809481,8.69768707169191e-05,0.0131067265264633,0.117299399389308,0.867693715022993,0.00181084074837146
"Alabama",2022-07-17,0,7.07921168924546e-08,0,0,1.06549699270291e-10,0,0.996659392126232,0,0.0040637707550264,0.0569985509917303,0.935597070379475,0.00334053697510139
"Alabama",2022-07-24,1.42925822748412e-14,1.22191893972447e-08,0,0,9.21641788653079e-11,0,0.996275546474796,0,0.000135964696204308,0.019986565754983,0.976153016023609,0.00372444121383575
"Alabama",2022-07-31,9.94848150093737e-15,0,0,0,7.04432632871311e-11,0,0.997511209706305,0,0,0.00739258278971435,0.99011862691659,0.002488790223242
"Alabama",2022-08-07,0,0,6.99104265974741e-07,0,4.82345424934528e-11,0,0.999438534634095,2.83143469755883e-05,0.00185364746351351,0.00653089300229828,0.991025679821308,0.000560766213403951
"Alabama",2022-08-14,0,0,5.81471795322108e-07,4.68150096908979e-12,2.886156695324e-11,0,0.999999418494662,2.36970670879893e-05,0.00388716163667173,0.00447919745580801,0.991609362335094,0
"Alabama",2022-08-21,0,0,0,1.35725789315755e-11,1.39089185752233e-11,0,0.999999999972518,0,0.00469524481798466,0.00139389196271595,0.993910863191818,1.11022302462516e-16
"Alabama",2022-08-28,1.32115779847291e-16,0,0,1.684625448641e-11,4.11544225216483e-12,0,0.996944217638887,0,0.00348851503429441,0,0.993455702604592,0.00305578234015158
"Alabama",2022-09-04,0,0,3.92894668802363e-08,1.64567846835985e-11,0,0,0.994855637262585,1.44155487470053e-06,0.00157350329305496,0,0.993280692414656,0.00514432343149118
"Alabama",2022-09-11,0,0,8.55477976736165e-08,1.42004339493428e-11,0,0,0.996795178835149,3.37393142499088e-06,0.000387075298502343,0,0.996404729605222,0.00320473560285262
"Alabama",2022-09-18,4.19153125586252e-17,0,0,1.10866618005641e-11,0,0,0.999891239812852,0,0,0,0.999891239812852,0.000108760176061318
"Alabama",2022-09-25,7.79128431229092e-17,0,0,7.80159342703761e-12,0,4.55530879204438e-08,0.99999995443911,0,0,0,0.99999995443911,0
"Alabama",2022-10-02,3.82561144943354e-17,0,0,4.5248239005721e-12,0,1.24170420050637e-07,0.999999875825055,0,0,0,0.999999875825055,0
"Alabama",2022-10-09,0,0,3.1655859999918e-08,1.30931566329875e-12,0,1.99091154813309e-07,0.99927646407175,1.18585994298581e-06,0,1.75378187521707e-05,0.999257740393054,0.000723305179926359
"Alabama",2022-10-16,0,0,4.68501042561134e-10,0,0,2.72394575768225e-07,0.999982388623597,2.8130249737661e-08,2.65665034001188e-05,1.37792260913167e-05,0.999942014763856,1.73385133261927e-05
"Alaska",2020-05-31,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-06-07,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-06-14,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-06-21,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-06-28,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-07-05,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-07-12,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-07-19,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-07-26,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-08-02,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-08-09,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-08-16,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-08-23,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-08-30,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-09-06,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-09-13,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-09-20,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-09-27,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-10-04,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-10-11,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-10-18,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-10-25,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-11-01,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-11-08,0,0,0,0,0,0,0,0,0,0,0,1
"Alaska",2020-11-15,0.00289973704098951,0,0,0,0,0,0,0,0,0,0,0.99710026295901
"Alaska",2020-11-22,0.00522319520366065,0,0,0,0,0,0,0,0,0,0,0.994776804796339
"Alaska",2020-11-29,0.00806383213503068,0,0,0,0,0,0,0,0,0,0,0.991936167864969
"Alaska",2020-12-06,0.0110299893233732,0,0,0,0,0,0,0,0,0,0,0.988970010676627
"Alaska",2020-12-13,0.0130702489917282,0,0,0.0241003484993195,0,0,0,0,0,0,0,0.962829402508952
"Alaska",2020-12-20,0.0133695853989658,0,0,0.035535082559513,0,0,0,0,0,0,0,0.951095332041521
"Alaska",2020-12-27,0.0127183002125096,0,0,0.0486238559591784,0,0,0,0,0,0,0,0.938657843828312
"Alaska",2021-01-03,0.0119908076662186,0,0,0.0627178553593474,0,0,0,0,0,0,0,0.925291336974434
"Alaska",2021-01-10,0.0107926448511409,0,0,0.0772887934505415,0,0,0,0,0,0,0,0.911918561698318
"Alaska",2021-01-17,0.00866699014037698,0,0,0.0918041582938042,0.00569621271896955,0,0,0,0,0,0,0.893832638846849
"Alaska",2021-01-24,0.00617646417804864,0,0,0.105594013402775,0.0132569703558816,0,0,0,0,0,0,0.874972552063295
"Alaska",2021-01-31,0.00413854817603309,0,0,0.117954066154242,0.0203832971123737,0,0,0,0,0,0,0.857524088557351
"Alaska",2021-02-07,0.00337072334620758,0,0,0.128180023924995,0.0245807699878619,0.00107773668032792,0,0,0,0,0,0.842790746060608
"Alaska",2021-02-14,0.00478094492488343,0,0,0.13559237614426,0.0241151012269184,0.0014613894615193,0,0,0,0,0,0.834050188242419
"Alaska",2021-02-21,0.00963906424610847,0.00155949620443677,0,0.139610740451018,0.0202925440547394,0.00190338338123225,0,0,0,0,0,0.826994771662465
"Alaska",2021-02-28,0.019006096297172,0.00185627211603447,0,0.139721375759137,0.0151264175073356,0.0024024016703143,0,0,0,0,0,0.821887436650006
"Alaska",2021-03-07,0.0327458145805923,0.00216542830545308,0,0.135577977872278,0.0104177628833519,0.00295230970407035,0,0,0,0,0,0.816140706654254
"Alaska",2021-03-14,0.0503448157316992,0.0024780123822189,0,0.127198938090214,0.00747401248398028,0.00354507605095285,0,0,0,0,0,0.808959145260934
"Alaska",2021-03-21,0.0709782304018378,0.00278279535521558,0,0.115893992807387,0.00584044035796933,0.00416989990754718,0,0,0,0,0,0.800334641170043
"Alaska",2021-03-28,0.0940141343686873,0.0030688188200054,0,0.103128400119479,0.00488661033685633,0.00481077581490009,0,0,0,0,0,0.790091260540072
"Alaska",2021-04-04,0.119903849899244,0.00332848331950776,0,0.0896981598324793,0.00504140363577815,0.00543364906377091,0,0,0,0,0,0.77659445424922
"Alaska",2021-04-11,0.149369510882834,0.00355502913348137,0,0.0762319571799515,0.00699853081577154,0.0059999526323471,0,0,0,0,0,0.757845019355615
"Alaska",2021-04-18,0.183133251208782,0.00374169654168491,0,0.0633584773954605,0.0114517024378732,0.00647111949881614,0,0,0,0,0,0.731843752917383
"Alaska",2021-04-25,0.220913310035142,0.00388207150898689,0,0.0515989881811437,0.0188740636461511,0.00681042626145074,0,0,0,0,0,0.697921140367125
"Alaska",2021-05-02,0.258412347594879,0.00397112274069516,0,0.0410450871134308,0.0288564979167973,0.00698852399886463,0,0,0,0,0,0.660726420635333
"Alaska",2021-05-09,0.290625886376498,0.00400407477309838,0,0.0316735226352864,0.0407663373520622,0.00698979529360578,0,0,0,0,0,0.62594038356945
"Alaska",2021-05-16,0.313736476815761,0.00397579272596923,0.00910245326331652,0.0234313167815235,0.0539589702263025,0.00684617426361831,0,0,0,0,0,0.588948815923509
"Alaska",2021-05-23,0.325146638660847,0.00388056882758325,0.0263405319266159,0.0162938301976099,0.0676700801082689,0.00659728979919285,0,0,0,0,0,0.554071060479883
"Alaska",2021-05-30,0.325951740962336,0.00371076315674355,0.0762238049574199,0.0103795043797849,0.0806684755721787,0.00626599834461013,0,0,0,0,0,0.496799712626927
"Alaska",2021-06-06,0.317285173982844,0.00346420915569672,0.15424579334396,0.005791460618807,0.0907294412858652,0.00586833479118707,0,0,0,0,0,0.42261558682164
"Alaska",2021-06-13,0.296739563530729,0.00316256586993576,0.261488386673903,0.00242845853274054,0.0921210412861574,0.00540982026439536,0,0,0,0,0,0.338650163842139
"Alaska",2021-06-20,0.26243078491718,0.00283101352155808,0.395297709270614,0.000130920269203494,0.0803777024979993,0.00489654196431209,0,0,0,0,0,0.254035327559134
"Alaska",2021-06-27,0.218108475918979,0.00248499143583242,0.541873646647854,0,0.0596065240297999,0.00434736515528124,0,0,0,0,0,0.173578996812254
"Alaska",2021-07-04,0.168930714929306,0.00213750371382035,0.684629524616991,0,0.0360577730358334,0.0037843496177135,0,0,0,0,0,0.104460134086335
"Alaska",2021-07-11,0.120055580341344,0.00180155445658345,0.806978668989388,0,0.0159817166703748,0.00322955513201958,0,0,0,0,0,0.0519529244102899
"Alaska",2021-07-18,0.0763711107733705,0.00148837114548412,0.895803071965056,0,0.00406028766366581,0.00270249661684129,0,0,0,0,0,0.0195746618355827
"Alaska",2021-07-25,0.0416851857440622,0.00120207478308825,0.951859391298579,0,0,0.002212509543745,0,0,0,0,0,0.00304083863052551
"Alaska",2021-08-01,0.0184039147305458,0.000943274113237837,0.978889750433428,0,0,0.00176306072278808,0,0,0,0,0,0
"Alaska",2021-08-08,0.00464586114554894,0.000717904248316729,0.991435638119873,0,0,0.00136725344403686,0,0,0,0,0,0.00183334304222493
"Alaska",2021-08-15,0,0.000522048355596884,0.994469953549127,0,0,0.00101958642573725,0,0,0,0,0,0.00398841166953923
"Alaska",2021-08-22,0,0.000356131151923745,0.994820544792778,0,0,0.000722230334722226,0,0,0,0,0,0.00410109372057577
"Alaska",2021-08-29,0,0.000218443646577312,0.995753444083652,0,0,0.000473198005322419,0,0,0,0,0,0.00355491426444787
"Alaska",2021-09-05,0,0.000106669393643083,0.997164639525002,0,0,0.000269130672241644,0,0,0,0,0,0.00245956040911322
"Alaska",2021-09-12,0,1.8298672633756e-05,0.998272228341601,0,0.000126875402826614,0.000106173319569071,0,0,0,0,0,0.00147642426336936
"Alaska",2021-09-19,0,0,0.998952788373887,6.48509689281752e-06,0.000145263332671453,0,0,0,0,0,0,0.000895463196548429
"Alaska",2021-09-26,0,0,0.999247517616212,6.20658826429375e-05,9.94989827849955e-05,0,0,0,0,0,0,0.000590917518360046
"Alaska",2021-10-03,0,0,0.999197614062928,9.01840303217786e-05,4.15239573576311e-05,0,0,0,0,0,0,0.000670677949392795
"Alaska",2021-10-10,0,0,0.999047743379571,9.90937072116129e-05,1.14343400029251e-05,0,0,0,0,0,0,0.000841728573214739
"Alaska",2021-10-17,0.00013894505147041,0,0.999763935627397,9.51753689757309e-05,1.94395215690143e-06,0,0,0,0,0,0,0
"Alaska",2021-10-24,0.000241057182462207,0,0.999675031518123,8.39112994153422e-05,0,0,0,0,0,0,0,0
"Alaska",2021-10-31,0.000256693808828694,0,0.999674248215802,6.90579753696768e-05,0,0,0,0,0,0,0,0
"Alaska",2021-11-07,0.000219829066531726,0,0.999726628700189,5.35422332788517e-05,0,0,0,0,0,0,0,0
"Alaska",2021-11-14,0.000160710672301465,0,0.999800329067924,3.89602597739641e-05,0,0,0,0,0,0,0,1.11022302462516e-16
"Alaska",2021-11-21,0.000104369806212462,0,0.999869237178142,2.63930156455644e-05,0,0,0,0,0,0,0,0
"Alaska",2021-11-28,5.8682664967529e-05,0,0.981039934576641,1.62002143692862e-05,0,0,0,0,0,0,0,0.0188851825440224
"Alaska",2021-12-05,2.62050391730248e-05,0,0.878271355863363,8.46766033851844e-06,9.70724201370141e-08,0,0.0959675267014288,0.0959675267014288,0,0,0,0.0257263476632763
