"state","date","cum.v1.case","cum.v2.case","cum.v1.death","cum.v2.death"
"California","2021-01-02",252395.34457478,0,252395.34457478,0
"California","2021-01-03",294461.235337243,0,294461.235337243,0
"California","2021-01-04",336527.126099707,0,336527.126099707,0
"California","2021-01-05",378593.01686217,0,378593.01686217,0
"California","2021-01-06",420658.907624633,0,420658.907624633,0
"California","2021-01-07",462724.798387097,0,462724.798387097,0
"California","2021-01-08",504790.68914956,0,504790.68914956,0
"California","2021-01-09",546856.579912024,0,546856.579912024,0
"California","2021-01-10",588922.470674487,17547.0337995339,588922.470674487,17547.0337995339
"California","2021-01-11",630988.36143695,35094.0675990676,630988.36143695,35094.0675990676
"California","2021-01-12",673054.252199414,52641.1013986014,673054.252199414,52641.1013986014
"California","2021-01-13",715120.142961877,70188.1351981352,715120.142961877,70188.1351981352
"California","2021-01-14",757186.03372434,87735.168997669,757186.03372434,87735.168997669
"California","2021-01-15",799251.924486804,105282.202797203,799251.924486804,105282.202797203
"California","2021-01-16",841317.815249267,122829.236596737,841317.815249267,122829.236596737
"California","2021-01-17",883383.70601173,140376.27039627,883383.70601173,140376.27039627
"California","2021-01-18",925449.596774194,157923.304195804,925449.596774194,157923.304195804
"California","2021-01-19",967515.487536657,175470.337995338,967515.487536657,175470.337995338
"California","2021-01-20",1009581.37829912,223790.705128205,1009581.37829912,223790.705128205
"California","2021-01-21",1051647.26906158,277697.435897436,1051647.26906158,277697.435897436
"California","2021-01-22",1093713.15982405,331604.166666667,1093713.15982405,331604.166666667
"California","2021-01-23",1135779.05058651,352608.333333334,1135779.05058651,352608.333333334
"California","2021-01-24",1177844.94134897,373612.5,1177844.94134897,373612.5
"California","2021-01-25",1219910.83211144,394616.666666667,1219910.83211144,394616.666666667
"California","2021-01-26",1261976.7228739,415620.833333333,1261976.7228739,415620.833333333
"California","2021-01-27",1358609.28030303,447475,1358609.28030303,447475
"California","2021-01-28",1748551.51515152,499829.166666667,1748551.51515152,499829.166666667
"California","2021-01-29",1904300,571583.333333333,1904300,571583.333333333
"California","2021-01-30",2024600,619137.5,2024600,619137.5
"California","2021-01-31",2144900,654791.666666667,2144900,654791.666666667
"California","2021-02-01",2265200,676545.833333333,2265200,676545.833333333
"California","2021-02-02",2385500,696400,2385500,696400
"California","2021-02-03",2499300,751300,2499300,751300
"California","2021-02-04",2622700,827800,2622700,827800
"California","2021-02-05",2822800,924700,2822800,924700
"California","2021-02-06",2999900,1006700,2999900,1006700
"California","2021-02-07",3201000,1077300,3201000,1077300
"California","2021-02-08",3314600,1129600,3314600,1129600
"California","2021-02-09",3459000,1158100,3459000,1158100
"California","2021-02-10",3606100,1216900,3606100,1216900
"California","2021-02-11",3763500,1310400,3763500,1310400
"California","2021-02-12",3972300,1431400,3972300,1431400
"California","2021-02-13",4167500,1577400,4167500,1577400
"California","2021-02-14",4355200,1697400,4355200,1697400
"California","2021-02-15",4485900,1757900,4485900,1757900
"California","2021-02-16",4556800,1813500,4556800,1813500
"California","2021-02-17",4669300,1918500,4669300,1918500
"California","2021-02-18",4797500,2031100,4797500,2031100
"California","2021-02-19",4974700,2189300,4974700,2189300
"California","2021-02-20",5190117.64705882,2359200,5190117.64705882,2359200
"California","2021-02-21",5361535.29411765,2516600,5361535.29411765,2516600
"California","2021-02-22",5473252.94117647,2596350,5473252.94117647,2596350
"California","2021-02-23",5546270.58823529,2676100,5546270.58823529,2676100
"California","2021-02-24",5683988.23529412,2749100,5683988.23529412,2749100
"California","2021-02-25",5829205.88235294,2867100,5829205.88235294,2867100
"California","2021-02-26",6004823.52941176,3199000,6004823.52941176,3199000
"California","2021-02-27",6201641.17647059,3373233.33333333,6201641.17647059,3373233.33333333
"California","2021-02-28",6387358.82352941,3525516.66666667,6387358.82352941,3525516.66666667
"California","2021-03-01",6496576.47058823,3659600,6496576.47058823,3659600
"California","2021-03-02",6605794.11764706,3731766.66666667,6605794.11764706,3731766.66666667
"California","2021-03-03",6694311.76470588,3858233.33333333,6694311.76470588,3858233.33333333
"California","2021-03-04",6819529.41176471,4015700,6819529.41176471,4015700
"California","2021-03-05",7430547.05882353,4196000,7430547.05882353,4196000
"California","2021-03-06",7591964.70588235,4400500,7591964.70588235,4400500
"California","2021-03-07",7716132.35294118,4585300,7716132.35294118,4585300
"California","2021-03-08",7866100,4696900,7866100,4696900
"California","2021-03-09",7942666.66666667,4774400,7942666.66666667,4774400
"California","2021-03-10",8077733.33333333,4900300,8077733.33333333,4900300
"California","2021-03-11",8227300,5048300,8227300,5048300
"California","2021-03-12",8439900,5224700,8439900,5224700
"California","2021-03-13",8674800,5411000,8674800,5411000
"California","2021-03-14",8899500,5565200,8899500,5565200
"California","2021-03-15",9054500,5723800,9054500,5723800
"California","2021-03-16",9177900,5823700,9177900,5823700
"California","2021-03-17",9348100,5972075,9348100,5972075
"California","2021-03-18",9558500,6159916.66666667,9558500,6159916.66666667
"California","2021-03-19",9829600,6387558.33333333,9829600,6387558.33333333
"California","2021-03-20",10127600,6690700,10127600,6690700
"California","2021-03-21",10371300,6809100,10371300,6809100
"California","2021-03-22",10571400,6952900,10571400,6952900
"California","2021-03-23",10731600,7056800,10731600,7056800
"California","2021-03-24",10957625,7188900,10957625,7188900
"California","2021-03-25",11222450,7346500,11222450,7346500
"California","2021-03-26",11559175,7536700,11559175,7536700
"California","2021-03-27",12011800,7725500,12011800,7725500
"California","2021-03-28",12200700,7908400,12200700,7908400
"California","2021-03-29",12361134.1092375,8056600,12361134.1092375,8056600
"California","2021-03-30",12467468.2184751,8156250,12467468.2184751,8156250
"California","2021-03-31",12642802.3277126,8297500,12642802.3277126,8297500
"California","2021-04-01",12874336.4369501,8482800,12874336.4369501,8482800
"California","2021-04-02",13146470.5461877,8702600,13146470.5461877,8702600
"California","2021-04-03",13426504.6554252,8946800,13426504.6554252,8946800
"California","2021-04-04",13713638.7646628,9183500,13713638.7646628,9183500
"California","2021-04-05",13912972.8739003,9361300,13912972.8739003,9361300
"California","2021-04-06",14035906.9831378,9490600,14035906.9831378,9490600
"California","2021-04-07",14244641.0923754,9720500,14244641.0923754,9720500
"California","2021-04-08",14511675.2016129,9960400,14511675.2016129,9960400
"California","2021-04-09",14807009.3108504,10260100,14807009.3108504,10260100
"California","2021-04-10",15099643.420088,10580100,15099643.420088,10580100
"California","2021-04-11",15353977.5293255,10810152.9662005,15353977.5293255,10810152.9662005
"California","2021-04-12",15543511.638563,10942655.9324009,15543511.638563,10942655.9324009
"California","2021-04-13",15670845.7478006,11018958.8986014,15670845.7478006,11018958.8986014
"California","2021-04-14",15882079.8570381,11235511.8648019,15882079.8570381,11235511.8648019
"California","2021-04-15",16200813.9662757,11521664.8310023,16200813.9662757,11521664.8310023
"California","2021-04-16",16512848.0755132,11843117.7972028,16512848.0755132,11843117.7972028
"California","2021-04-17",16872382.1847507,12204870.7634033,16872382.1847507,12204870.7634033
"California","2021-04-18",17110516.2939883,12534023.7296037,17110516.2939883,12534023.7296037
"California","2021-04-19",17261600.4032258,12732176.6958042,17261600.4032258,12732176.6958042
"California","2021-04-20",17332184.5124633,12949329.6620047,17332184.5124633,12949329.6620047
"California","2021-04-21",17569218.6217009,13150109.2948718,17569218.6217009,13150109.2948718
"California","2021-04-22",17867052.7309384,13389302.5641026,17867052.7309384,13389302.5641026
"California","2021-04-23",18204486.840176,13658204.9242424,18204486.840176,13658204.9242424
"California","2021-04-24",18550920.9494135,13926409.8484848,18550920.9494135,13926409.8484848
"California","2021-04-25",18860355.058651,14184014.7727273,18860355.058651,14184014.7727273
"California","2021-04-26",19052355.8345552,14346619.6969697,19052355.8345552,14346619.6969697
"California","2021-04-27",19259906.6104594,14490524.6212121,19259906.6104594,14490524.6212121
"California","2021-04-28",19419590.719697,14670779.5454545,19419590.719697,14670779.5454545
"California","2021-04-29",19331348.4848485,14886934.469697,19331348.4848485,14886934.469697
"California","2021-04-30",19473186.3636364,15135889.3939394,19473186.3636364,15135889.3939394
"California","2021-05-01",19600572.7272727,15375244.3181818,19600572.7272727,15375244.3181818
"California","2021-05-02",19724559.0909091,15598699.2424242,19724559.0909091,15598699.2424242
"California","2021-05-03",19772445.4545455,15754554.1666667,19772445.4545455,15754554.1666667
"California","2021-05-04",19846731.8181818,15879009.0909091,19846731.8181818,15879009.0909091
"California","2021-05-05",19911218.1818182,16031518.1818182,19911218.1818182,16031518.1818182
"California","2021-05-06",19994404.5454545,16221027.2727273,19994404.5454545,16221027.2727273
"California","2021-05-07",20025490.9090909,16405036.3636364,20025490.9090909,16405036.3636364
"California","2021-05-08",20052677.2727273,16612445.4545455,20052677.2727273,16612445.4545455
"California","2021-05-09",20043763.6363636,16764154.5454545,20043763.6363636,16764154.5454545
"California","2021-05-10",20076450,16827163.6363636,20076450,16827163.6363636
"California","2021-05-11",20061136.3636364,16923472.7272727,20061136.3636364,16923472.7272727
"California","2021-05-12",20058922.7272727,17034381.8181818,20058922.7272727,17034381.8181818
"California","2021-05-13",20077609.0909091,17171290.9090909,20077609.0909091,17171290.9090909
"California","2021-05-14",20041195.4545455,17379500,20041195.4545455,17379500
"California","2021-05-15",20026181.8181818,17491913.3333333,20026181.8181818,17491913.3333333
"California","2021-05-16",19970268.1818182,17596826.6666667,19970268.1818182,17596826.6666667
"California","2021-05-17",19912454.5454545,17705340,19912454.5454545,17705340
"California","2021-05-18",19913040.9090909,17832253.3333333,19913040.9090909,17832253.3333333
"California","2021-05-19",19901727.2727273,17883966.6666667,19901727.2727273,17883966.6666667
"California","2021-05-20",19900913.6363636,18003480,19900913.6363636,18003480
"California","2021-05-21",19920200,18049743.3333333,19920200,18049743.3333333
"California","2021-05-22",19849849.0196078,18104106.6666667,19849849.0196078,18104106.6666667
"California","2021-05-23",19808598.0392157,18137270,19808598.0392157,18137270
"California","2021-05-24",19797647.0588235,18188583.3333333,19797647.0588235,18188583.3333333
"California","2021-05-25",19831696.0784314,18228396.6666667,19831696.0784314,18228396.6666667
"California","2021-05-26",19778745.0980392,18320760,19778745.0980392,18320760
"California","2021-05-27",19754294.1176471,18381923.3333333,19754294.1176471,18381923.3333333
"California","2021-05-28",19679235.9943978,18236186.6666667,19679235.9943978,18236186.6666667
"California","2021-05-29",19622477.8711485,18263216.6666667,19622477.8711485,18263216.6666667
"California","2021-05-30",19565219.7478992,18255096.6666667,19565219.7478992,18255096.6666667
"California","2021-05-31",19554661.6246499,18215901.6666667,19554661.6246499,18215901.6666667
"California","2021-06-01",19539903.5014006,18236823.3333333,19539903.5014006,18236823.3333333
"California","2021-06-02",19583545.3781513,18238645,19583545.3781513,18238645
"California","2021-06-03",19612887.254902,18220866.6666667,19612887.254902,18220866.6666667
"California","2021-06-04",19169129.1316527,18178380,19169129.1316527,18178380
"California","2021-06-05",19201071.0084034,18110593.3333333,19201071.0084034,18110593.3333333
"California","2021-06-06",19194062.8851541,18025006.6666667,19194062.8851541,18025006.6666667
"California","2021-06-07",19127604.7619048,17974370,19127604.7619048,17974370
"California","2021-06-08",19136247.6190476,17957833.3333333,19136247.6190476,17957833.3333333
"California","2021-06-09",19107090.4761905,17890446.6666667,19107090.4761905,17890446.6666667
"California","2021-06-10",19065533.3333333,17815760,19065533.3333333,17815760
"California","2021-06-11",18971900,17761073.3333333,18971900,17761073.3333333
"California","2021-06-12",18853166.6666667,17667386.6666667,18853166.6666667,17667386.6666667
"California","2021-06-13",18707133.3333333,17647600,18707133.3333333,17647600
"California","2021-06-14",18606950,17599500,18606950,17599500
"California","2021-06-15",18538366.6666667,17631600,18538366.6666667,17631600
"California","2021-06-16",18422233.3333333,17557025,18422233.3333333,17557025
"California","2021-06-17",18264000,17474683.3333333,18264000,17474683.3333333
"California","2021-06-18",18084766.6666667,17313335,18084766.6666667,17313335
"California","2021-06-19",17859733.3333333,17152086.6666667,17859733.3333333,17152086.6666667
"California","2021-06-20",17710200,17170680,17710200,17170680
"California","2021-06-21",17575800,17182473.3333333,17575800,17182473.3333333
"California","2021-06-22",17488100,17227766.6666667,17488100,17227766.6666667
"California","2021-06-23",17309175,17185560,17309175,17185560
"California","2021-06-24",17108550,17226353.3333333,17108550,17226353.3333333
"California","2021-06-25",16813418.3333333,17147646.6666667,16813418.3333333,17147646.6666667
"California","2021-06-26",16446086.6666667,17072740,16446086.6666667,17072740
"California","2021-06-27",16329580,16955833.3333333,16329580,16955833.3333333
"California","2021-06-28",16189573.3333333,16865626.6666667,16189573.3333333,16865626.6666667
"California","2021-06-29",16116466.6666667,16833070,16116466.6666667,16833070
"California","2021-06-30",15948160,16749313.3333333,15948160,16749313.3333333
"California","2021-07-01",15797053.3333333,16645806.6666667,15797053.3333333,16645806.6666667
"California","2021-07-02",15549046.6666667,16529300,15549046.6666667,16529300
"California","2021-07-03",15300640,16368300,15300640,16368300
"California","2021-07-04",15011733.3333333,16246300,15011733.3333333,16246300
"California","2021-07-05",14808626.6666667,16172300,14808626.6666667,16172300
"California","2021-07-06",14694020,16111400,14694020,16111400
"California","2021-07-07",14489113.3333333,15980300,14489113.3333333,15980300
"California","2021-07-08",14245606.6666667,15953500,14245606.6666667,15953500
"California","2021-07-09",13980000,15715400,13980000,15715400
"California","2021-07-10",13706600,15525600,13706600,15525600
"California","2021-07-11",13467600,15327300,13467600,15327300
"California","2021-07-12",13286900,15201655.1282051,13286900,15201655.1282051
"California","2021-07-13",13171600,15132210.2564103,13171600,15132210.2564103
"California","2021-07-14",13016800,14961215.3846154,13016800,14961215.3846154
"California","2021-07-15",12799200,14728120.5128205,12799200,14728120.5128205
"California","2021-07-16",12494900,14450425.6410256,12494900,14450425.6410256
"California","2021-07-17",12174100,14120430.7692308,12174100,14120430.7692308
"California","2021-07-18",11935700,13814735.8974359,11935700,13814735.8974359
"California","2021-07-19",11764551.2820513,13631741.025641,11764551.2820513,13631741.025641
"California","2021-07-20",11673902.5641026,13432946.1538462,11673902.5641026,13432946.1538462
"California","2021-07-21",11430753.8461538,13280751.2820513,11430753.8461538,13280751.2820513
"California","2021-07-22",11160305.1282051,13031456.4102564,11160305.1282051,13031456.4102564
"California","2021-07-23",10831056.4102564,12756172.4475524,10831056.4102564,12756172.4475524
"California","2021-07-24",10488107.6923077,12512288.4848485,10488107.6923077,12512288.4848485
"California","2021-07-25",10175458.974359,12264604.5221445,10175458.974359,12264604.5221445
"California","2021-07-26",9973643.58974359,12107420.5594406,9973643.58974359,12107420.5594406
"California","2021-07-27",9761078.20512821,11979136.5967366,9761078.20512821,11979136.5967366
"California","2021-07-28",9556912.82051282,11810932.6340326,9556912.82051282,11810932.6340326
"California","2021-07-29",9303164.1025641,11586228.6713287,9303164.1025641,11586228.6713287
"California","2021-07-30",9055369.02097902,11305724.7086247,9055369.02097902,11305724.7086247
"California","2021-07-31",8858698.93939394,11076120.7459207,8858698.93939394,11076120.7459207
"California","2021-08-01",8648928.85780886,10852016.7832168,8648928.85780886,10852016.7832168
"California","2021-08-02",8510858.77622378,10701612.8205128,8510858.77622378,10701612.8205128
"California","2021-08-03",8354688.6946387,10582108.8578089,8354688.6946387,10582108.8578089
"California","2021-08-04",8236653.61305361,10418404.8951049,8236653.61305361,10418404.8951049
"California","2021-08-05",8092418.53146853,10194300.9324009,8092418.53146853,10194300.9324009
"California","2021-08-06",7917183.44988345,9962696.96969697,7917183.44988345,9962696.96969697
"California","2021-08-07",7794248.36829837,9716593.00699301,7794248.36829837,9716593.00699301
"California","2021-08-08",7658413.28671329,9533589.04428905,7658413.28671329,9533589.04428905
"California","2021-08-09",7558478.20512821,9442185.08158508,7558478.20512821,9442185.08158508
"California","2021-08-10",7475443.12354312,9348081.11888112,7475443.12354312,9348081.11888112
"California","2021-08-11",7413108.04195804,9224777.15617716,7413108.04195804,9224777.15617716
"California","2021-08-12",7303372.96037296,9038173.19347319,7303372.96037296,9038173.19347319
"California","2021-08-13",7219537.87878788,8758569.23076923,7219537.87878788,8758569.23076923
"California","2021-08-14",7113302.7972028,8549261.02564103,7113302.7972028,8549261.02564103
"California","2021-08-15",7048867.71561772,8360252.82051282,7048867.71561772,8360252.82051282
"California","2021-08-16",7017632.63403264,8213869.61538462,7017632.63403264,8213869.61538462
"California","2021-08-17",6998497.55244755,8070886.41025641,6998497.55244755,8070886.41025641
"California","2021-08-18",6981962.47086247,7954203.20512821,6981962.47086247,7954203.20512821
"California","2021-08-19",6936927.38927739,7766420,6936927.38927739,7766420
"California","2021-08-20",6830292.30769231,7683609.62640819,6830292.30769231,7683609.62640819
"California","2021-08-21",6781476.92307692,7582999.25281638,6781476.92307692,7582999.25281638
"California","2021-08-22",6717561.53846154,7488888.87922458,6717561.53846154,7488888.87922458
"California","2021-08-23",6661071.15384615,7465878.50563277,6661071.15384615,7465878.50563277
"California","2021-08-24",6625880.76923077,7455868.13204096,6625880.76923077,7455868.13204096
"California","2021-08-25",6608190.38461538,7405057.75844915,6608190.38461538,7405057.75844915
"California","2021-08-26",6557500,7352747.38485734,6557500,7352747.38485734
"California","2021-08-27",6544840.47619048,7295737.01126553,6544840.47619048,7295737.01126553
"California","2021-08-28",6497205.95238095,7231326.63767373,6497205.95238095,7231326.63767373
"California","2021-08-29",6417271.42857143,7201616.26408192,6417271.42857143,7201616.26408192
"California","2021-08-30",6387786.90476191,7206927.76549011,6387786.90476191,7206927.76549011
"California","2021-08-31",6361902.38095238,7233239.2668983,6361902.38095238,7233239.2668983
"California","2021-09-01",6296342.85714286,7235050.76830649,6296342.85714286,7235050.76830649
"California","2021-09-02",6228583.33333333,7227145.34663776,6228583.33333333,7227145.34663776
"California","2021-09-03",6150723.80952381,7225514.92496903,6150723.80952381,7225514.92496903
"California","2021-09-04",6048864.28571429,7176577.83663363,6048864.28571429,7176577.83663363
"California","2021-09-05",5992104.76190476,7147040.74829823,5992104.76190476,7147040.74829823
"California","2021-09-06",5948917.11309524,7139453.65996284,5948917.11309524,7139453.65996284
"California","2021-09-07",5927529.46428571,7139066.57162744,5927529.46428571,7139066.57162744
"California","2021-09-08",5892241.81547619,7168544.18917439,5892241.81547619,7168544.18917439
"California","2021-09-09",5862669.55128205,7175650.427411,5862669.55128205,7175650.427411
"California","2021-09-10",5821040.14423077,7208856.66564761,5821040.14423077,7208856.66564761
"California","2021-09-11",5783310.73717949,7210662.90388422,5783310.73717949,7210662.90388422
"California","2021-09-12",5763381.33012821,7120831.46096141,5763381.33012821,7120831.46096141
"California","2021-09-13",5759501.92307693,7054913.35137193,5759501.92307693,7054913.35137193
"California","2021-09-14",5752522.51602564,6967495.24178246,5752522.51602564,6967495.24178246
"California","2021-09-15",5772493.10897436,6984075.8501417,5772493.10897436,6984075.8501417
"California","2021-09-16",5781184.39157825,6948356.45850094,5781184.39157825,6948356.45850094
"California","2021-09-17",5789675.67418214,6978343.73352685,5789675.67418214,6978343.73352685
"California","2021-09-18",5790866.95678603,6928031.00855276,5790866.95678603,6928031.00855276
"California","2021-09-19",5728758.23938992,6848638.28357866,5728758.23938992,6848638.28357866
"California","2021-09-20",5695116.18866048,6741245.55860457,5695116.18866048,6741245.55860457
"California","2021-09-21",5654674.13793103,6658452.83363048,5654674.13793103,6658452.83363048
"California","2021-09-22",5678532.08720159,6638360.10865639,5678532.08720159,6638360.10865639
"California","2021-09-23",5661490.03647215,6520667.3836823,5661490.03647215,6520667.3836823
"California","2021-09-24",5691654.65240937,6502329.6587082,5691654.65240937,6502329.6587082
"California","2021-09-25",5674019.2683466,6476391.93373411,5674019.2683466,6476391.93373411
"California","2021-09-26",5642703.88428382,6468154.20876002,5642703.88428382,6468154.20876002
"California","2021-09-27",5614138.50022104,6463683.15045259,5614138.50022104,6463683.15045259
"California","2021-09-28",5588673.11615827,6460512.09214517,5588673.11615827,6460512.09214517
"California","2021-09-29",5592357.73209549,6482291.03383774,5592357.73209549,6482291.03383774
"California","2021-09-30",5528442.34803272,6477853.30886365,5528442.34803272,6477853.30886365
"California","2021-10-01",5520546.96396994,6460652.04222289,5520546.96396994,6460652.04222289
"California","2021-10-02",5506351.57990716,6459894.10891547,5506351.57990716,6459894.10891547
"California","2021-10-03",5500956.19584439,6407236.17560804,5500956.19584439,6407236.17560804
"California","2021-10-04",5493094.14511494,6370678.24230061,5493094.14511494,6370678.24230061
"California","2021-10-05",5482932.0943855,6378120.30899319,5482932.0943855,6378120.30899319
"California","2021-10-06",5479970.04365606,6389762.37568576,5479970.04365606,6389762.37568576
"California","2021-10-07",5460303.23102185,6273804.44237834,5460303.23102185,6273804.44237834
"California","2021-10-08",5442314.54338765,6326621.50907091,5442314.54338765,6326621.50907091
"California","2021-10-09",5429119.18908678,6300638.57576349,5429119.18908678,6300638.57576349
"California","2021-10-10",5407023.8347859,6359843.87775018,5407023.8347859,6359843.87775018
"California","2021-10-11",5392028.48048503,6434244.05153175,5392028.48048503,6434244.05153175
"California","2021-10-12",5374033.12618416,6533429.51943095,5374033.12618416,6533429.51943095
"California","2021-10-13",5326537.77188329,6591727.48733016,5326537.77188329,6591727.48733016
"California","2021-10-14",5224513.84615385,6634425.45522938,5224513.84615385,6634425.45522938
"California","2021-10-15",5217414.9204244,6713923.42312859,5217414.9204244,6713923.42312859
"California","2021-10-16",5175015.99469496,6825146.3910278,5175015.99469496,6825146.3910278
"California","2021-10-17",5175017.06896552,6855236.02559368,5175017.06896552,6855236.02559368
"California","2021-10-18",5188216.8611848,6893625.66015955,5188216.8611848,6893625.66015955
"California","2021-10-19",5208716.65340407,6928815.29472543,5208716.65340407,6928815.29472543
"California","2021-10-20",5219697.69562334,6943834.98393612,5219697.69562334,6943834.98393612
"California","2021-10-21",5191278.73784262,7031654.6731468,5191278.73784262,7031654.6731468
"California","2021-10-22",5195159.78006189,7117554.36235749,5195159.78006189,7117554.36235749
"California","2021-10-23",5196015.82228117,7189054.05156818,5196015.82228117,7189054.05156818
"California","2021-10-24",5181871.86450044,7247253.74077886,5181871.86450044,7247253.74077886
"California","2021-10-25",5174327.90671972,7272253.42998955,5174327.90671972,7272253.42998955
"California","2021-10-26",5161983.94893899,7371448.6415883,5161983.94893899,7371448.6415883
"California","2021-10-27",5147939.99115827,7417463.85318704,5147939.99115827,7417463.85318704
"California","2021-10-28",5144796.03337754,7486579.06478579,5144796.03337754,7486579.06478579
"California","2021-10-29",5143312.07559682,7545965.10971787,5143312.07559682,7545965.10971787
"California","2021-10-30",5132703.11781609,7616451.15464995,5132703.11781609,7616451.15464995
"California","2021-10-31",5131394.16003537,7675237.19958203,5131394.16003537,7675237.19958203
"California","2021-11-01",5121485.20225464,7725023.24451411,5121485.20225464,7725023.24451411
"California","2021-11-02",5127276.24447392,7822709.28944619,5127276.24447392,7822709.28944619
"California","2021-11-03",5099632.28669319,7931620.33437826,5099632.28669319,7931620.33437826
"California","2021-11-04",5079088.32891247,8081379.7342887,5079088.32891247,8081379.7342887
"California","2021-11-05",5106546.45446508,8226530.04329004,5106546.45446508,8226530.04329004
"California","2021-11-06",5067704.58001768,8400956.6033966,5067704.58001768,8400956.6033966
"California","2021-11-07",5040762.70557029,8509083.16350316,5040762.70557029,8509083.16350316
"California","2021-11-08",5018570.8311229,8605009.72360972,5018570.8311229,8605009.72360972
"California","2021-11-09",5010478.95667551,8767036.28371628,5010478.95667551,8767036.28371628
"California","2021-11-10",4979097.08222812,8891362.84382284,4979097.08222812,8891362.84382284
"California","2021-11-11",4964130.70561622,9159532.26107226,4964130.70561622,9159532.26107226
"California","2021-11-12",4924664.32900433,9364701.67832168,4924664.32900433,9364701.67832168
"California","2021-11-13",4906861.87812188,9511701.86480186,4906861.87812188,9511701.86480186
"California","2021-11-14",4876659.42723943,9631602.05128205,4876659.42723943,9631602.05128205
"California","2021-11-15",4872256.97635698,9735614.73776224,4872256.97635698,9735614.73776224
"California","2021-11-16",4866854.52547453,9884527.42424242,4866854.52547453,9884527.42424242
"California","2021-11-17",4827252.07459208,9998290.11072261,4827252.07459208,9998290.11072261
"California","2021-11-18",4922735.33799534,10114252.7972028,4922735.33799534,10114252.7972028
"California","2021-11-19",4935018.6013986,10152892.6521466,4935018.6013986,10152892.6521466
"California","2021-11-20",4891355.71095571,10250232.5070904,4891355.71095571,10250232.5070904
"California","2021-11-21",4872492.82051282,10319272.3620342,4872492.82051282,10319272.3620342
"California","2021-11-22",4872711.18006993,10328412.216978,4872711.18006993,10328412.216978
"California","2021-11-23",4862429.53962704,10395652.0719217,4862429.53962704,10395652.0719217
"California","2021-11-24",4854547.89918415,10480291.9268655,4854547.89918415,10480291.9268655
"California","2021-11-25",4857216.25874126,10540448.448476,4857216.25874126,10540448.448476
"California","2021-11-26",4842060.90034965,10608374.2008557,4842060.90034965,10608374.2008557
"California","2021-11-27",4841530.54195804,10701899.9532354,4841530.54195804,10701899.9532354
"California","2021-11-28",4865600.18356644,10736936.2825381,4865600.18356644,10736936.2825381
"California","2021-11-29",4859219.82517483,10746625.7368409,4859219.82517483,10746625.7368409
"California","2021-11-30",4928739.46678322,10804515.1911437,4928739.46678322,10804515.1911437
"California","2021-12-01",4955334.10839161,10847300.4787798,4955334.10839161,10847300.4787798
"California","2021-12-02",4947008.75,10818177.6894928,4947008.75,10818177.6894928
"California","2021-12-03",4948029.54545455,10784654.9002058,4948029.54545455,10784654.9002058
"California","2021-12-04",4966150.34090909,10799538.7775855,4966150.34090909,10799538.7775855
"California","2021-12-05",4967071.13636364,10832522.6549652,4967071.13636364,10832522.6549652
"California","2021-12-06",4977970.05681818,10881806.5323449,4977970.05681818,10881806.5323449
"California","2021-12-07",4998588.97727273,11068590.4097245,4998588.97727273,11068590.4097245
"California","2021-12-08",5019347.10227273,11173059.5812219,5019347.10227273,11173059.5812219
"California","2021-12-09",4982979.84265734,11339945.586575,4982979.84265734,11339945.586575
"California","2021-12-10",4947712.58304196,11420256.5919281,4947712.58304196,11420256.5919281
"California","2021-12-11",4914045.32342657,11628167.5972813,4914045.32342657,11628167.5972813
"California","2021-12-12",4897378.06381119,11794616.2837938,4897378.06381119,11794616.2837938
"California","2021-12-13",4887645.34965035,11915164.9703064,4887645.34965035,11915164.9703064
"California","2021-12-14",4926892.63548951,12108513.6568189,4926892.63548951,12108513.6568189
"California","2021-12-15",4918439.92132867,12244563.6253828,4918439.92132867,12244563.6253828
"California","2021-12-16",4930165.79023993,12417003.5939466,4930165.79023993,12417003.5939466
"California","2021-12-17",4906541.65915119,12593243.5625104,4906541.65915119,12593243.5625104
"California","2021-12-18",4913917.52806246,12804983.5310743,4913917.52806246,12804983.5310743
"California","2021-12-19",4931493.39697372,12911903.4996381,4931493.39697372,12911903.4996381
"California","2021-12-20",4940069.26588498,12994898.468202,4940069.26588498,12994898.468202
"California","2021-12-21",4976045.13479624,13124393.4367658,4976045.13479624,13124393.4367658
"California","2021-12-22",4977831.0037075,13291535.0719963,4977831.0037075,13291535.0719963
"California","2021-12-23",5002416.87261876,13474576.7072268,5002416.87261876,13474576.7072268
"California","2021-12-24",4999102.74153002,13613388.3424573,4999102.74153002,13613388.3424573
"California","2021-12-25",5024788.61044128,13748949.9776878,5024788.61044128,13748949.9776878
"California","2021-12-26",5027454.47935255,13852011.6129183,5027454.47935255,13852011.6129183
"California","2021-12-27",5026999.98695845,13913865.1246057,5026999.98695845,13913865.1246057
"California","2021-12-28",5023245.49456435,14019151.9696264,5023245.49456435,14019151.9696264
"California","2021-12-29",5021198.72944297,14114906.5419198,5021198.72944297,14114906.5419198
"California","2021-12-30",5013051.9643216,14233377.7808799,5013051.9643216,14233377.7808799
"California","2021-12-31",4976605.978421,14223534.4229786,4976605.978421,14223534.4229786
"California","2022-01-01",4943759.99252041,14217341.0650772,4943759.99252041,14217341.0650772
"California","2022-01-02",4930714.00661982,14231547.7071758,4930714.00661982,14231547.7071758
"California","2022-01-03",4924234.68738589,14240554.3492745,4924234.68738589,14240554.3492745
